ID,type,start_time,end_time,time_of_warning,wind_speed,rainfall,flood_depth,magnitude,cause
VC-4000014,vehicle_crash,"1979-07-06T12:17:39",null,null,null,null,null,null,Mechanical failure
VC-4000015,vehicle_crash,"1978-08-03T15:53:21",null,null,null,null,null,null,Humnan negligence
VC-4000016,vehicle_crash,"2016-03-20T10:22:52",null,null,null,null,null,null,Humnan negligence
VC-4000017,vehicle_crash,"2010-04-06T10:05:17",null,null,null,null,null,null,Mechanical failure
VC-4000018,vehicle_crash,"2001-08-31T01:43:22",null,null,null,null,null,null,Unforeseeable accident
VC-4000019,vehicle_crash,"1977-09-25T18:29:01",null,null,null,null,null,null,Humnan negligence
VC-4000020,vehicle_crash,"1975-07-04T06:15:20",null,null,null,null,null,null,Mechanical failure
VC-4000021,vehicle_crash,"1970-03-22T13:05:37",null,null,null,null,null,null,Mechanical failure
VC-4000022,vehicle_crash,"1982-01-14T23:22:28",null,null,null,null,null,null,Humnan negligence
VC-4000023,vehicle_crash,"1984-06-23T20:31:37",null,null,null,null,null,null,Humnan negligence
VC-4000024,vehicle_crash,"2001-02-21T04:10:08",null,null,null,null,null,null,Mechanical failure
VC-4000025,vehicle_crash,"1991-12-21T09:32:35",null,null,null,null,null,null,Mechanical failure
VC-4000026,vehicle_crash,"1994-07-13T18:32:56",null,null,null,null,null,null,Mechanical failure
VC-4000027,vehicle_crash,"2019-03-06T04:14:48",null,null,null,null,null,null,Mechanical failure
VC-4000028,vehicle_crash,"2006-09-07T09:35:12",null,null,null,null,null,null,Humnan negligence
VC-4000029,vehicle_crash,"1957-01-01T10:07:54",null,null,null,null,null,null,Mechanical failure
VC-4000030,vehicle_crash,"2005-10-05T20:24:32",null,null,null,null,null,null,Mechanical failure
VC-4000031,vehicle_crash,"1957-06-07T23:03:18",null,null,null,null,null,null,Mechanical failure
VC-4000032,vehicle_crash,"1987-04-04T20:59:15",null,null,null,null,null,null,Mechanical failure
VC-4000033,vehicle_crash,"1950-05-10T11:16:42",null,null,null,null,null,null,Mechanical failure
VC-4000034,vehicle_crash,"1992-10-04T01:44:38",null,null,null,null,null,null,Unforeseeable accident
VC-4000035,vehicle_crash,"1960-12-09T23:59:51",null,null,null,null,null,null,Humnan negligence
VC-4000036,vehicle_crash,"1994-06-08T03:53:03",null,null,null,null,null,null,Mechanical failure
VC-4000037,vehicle_crash,"2011-04-12T17:23:30",null,null,null,null,null,null,Humnan negligence
VC-4000038,vehicle_crash,"1971-06-22T22:14:06",null,null,null,null,null,null,Mechanical failure
VC-4000039,vehicle_crash,"1988-09-02T22:29:34",null,null,null,null,null,null,Mechanical failure
VC-4000040,vehicle_crash,"1954-09-21T15:36:49",null,null,null,null,null,null,Unforeseeable accident
VC-4000041,vehicle_crash,"1995-07-18T04:51:42",null,null,null,null,null,null,Humnan negligence
VC-4000042,vehicle_crash,"1972-04-07T04:59:27",null,null,null,null,null,null,Mechanical failure
VC-4000043,vehicle_crash,"1953-08-16T08:04:40",null,null,null,null,null,null,Unforeseeable accident
VC-4000044,vehicle_crash,"1980-04-23T05:33:26",null,null,null,null,null,null,Mechanical failure
VC-4000045,vehicle_crash,"1975-11-01T02:40:25",null,null,null,null,null,null,Unforeseeable accident
VC-4000046,vehicle_crash,"2009-07-29T02:23:45",null,null,null,null,null,null,Humnan negligence
VC-4000047,vehicle_crash,"1967-11-05T10:25:42",null,null,null,null,null,null,Unforeseeable accident
VC-4000048,vehicle_crash,"1957-09-17T12:39:48",null,null,null,null,null,null,Mechanical failure
VC-4000049,vehicle_crash,"1959-05-29T22:22:19",null,null,null,null,null,null,Unforeseeable accident
VC-4000050,vehicle_crash,"2001-10-05T13:46:37",null,null,null,null,null,null,Terrorism
VC-4000051,vehicle_crash,"1971-07-22T00:15:42",null,null,null,null,null,null,Humnan negligence
VC-4000052,vehicle_crash,"1959-08-02T08:58",null,null,null,null,null,null,Humnan negligence
VC-4000053,vehicle_crash,"2011-05-31T13:55:20",null,null,null,null,null,null,Humnan negligence
VC-4000054,vehicle_crash,"2019-12-14T13:36:51",null,null,null,null,null,null,Humnan negligence
VC-4000055,vehicle_crash,"2013-12-20T14:05:22",null,null,null,null,null,null,Mechanical failure
VC-4000056,vehicle_crash,"1967-08-16T22:37:54",null,null,null,null,null,null,Mechanical failure
VC-4000057,vehicle_crash,"2002-02-13T05:54:15",null,null,null,null,null,null,Unforeseeable accident
VC-4000058,vehicle_crash,"2008-04-14T10:27:17",null,null,null,null,null,null,Unforeseeable accident
VC-4000059,vehicle_crash,"2019-06-27T11:35:16",null,null,null,null,null,null,Mechanical failure
VC-4000060,vehicle_crash,"2018-12-26T02:20:15",null,null,null,null,null,null,Unforeseeable accident
VC-4000061,vehicle_crash,"1953-08-31T06:03:22",null,null,null,null,null,null,Humnan negligence
VC-4000062,vehicle_crash,"1985-02-01T14:59:55",null,null,null,null,null,null,Mechanical failure
VC-4000063,vehicle_crash,"1951-02-11T09:13:05",null,null,null,null,null,null,Humnan negligence
VC-4000064,vehicle_crash,"2019-10-02T21:18:19",null,null,null,null,null,null,Humnan negligence
VC-4000065,vehicle_crash,"1978-06-28T16:02:03",null,null,null,null,null,null,Humnan negligence
VC-4000066,vehicle_crash,"1995-02-04T16:23:16",null,null,null,null,null,null,Humnan negligence
VC-4000067,vehicle_crash,"1977-09-28T02:38:10",null,null,null,null,null,null,Unforeseeable accident
VC-4000068,vehicle_crash,"1957-10-25T03:15:55",null,null,null,null,null,null,Unforeseeable accident
VC-4000069,vehicle_crash,"1992-01-14T09:06:13",null,null,null,null,null,null,Humnan negligence
VC-4000070,vehicle_crash,"1954-10-10T11:41:42",null,null,null,null,null,null,Humnan negligence
VC-4000071,vehicle_crash,"1988-12-23T03:45:45",null,null,null,null,null,null,Unforeseeable accident
VC-4000072,vehicle_crash,"1997-12-30T09:40:54",null,null,null,null,null,null,Humnan negligence
VC-4000073,vehicle_crash,"1978-02-25T12:58:46",null,null,null,null,null,null,Mechanical failure
VC-4000074,vehicle_crash,"1993-07-07T19:47:26",null,null,null,null,null,null,Unforeseeable accident
VC-4000075,vehicle_crash,"1965-02-10T19:54:33",null,null,null,null,null,null,Unforeseeable accident
VC-4000076,vehicle_crash,"2017-08-18T19:58:16",null,null,null,null,null,null,Humnan negligence
VC-4000077,vehicle_crash,"2001-08-23T15:11:19",null,null,null,null,null,null,Unforeseeable accident
VC-4000078,vehicle_crash,"2013-07-11T12:40:48",null,null,null,null,null,null,Unforeseeable accident
VC-4000079,vehicle_crash,"1973-02-05T00:29:18",null,null,null,null,null,null,Mechanical failure
VC-4000080,vehicle_crash,"1956-01-28T09:16:07",null,null,null,null,null,null,Mechanical failure
VC-4000081,vehicle_crash,"1965-08-02T08:27:43",null,null,null,null,null,null,Mechanical failure
VC-4000082,vehicle_crash,"1968-10-06T21:00:38",null,null,null,null,null,null,Humnan negligence
VC-4000083,vehicle_crash,"1968-11-23T06:54:41",null,null,null,null,null,null,Unforeseeable accident
VC-4000084,vehicle_crash,"1952-07-15T05:57:21",null,null,null,null,null,null,Unforeseeable accident
VC-4000085,vehicle_crash,"1990-12-21T20:36",null,null,null,null,null,null,Mechanical failure
VC-4000086,vehicle_crash,"1969-10-12T18:24:25",null,null,null,null,null,null,Unforeseeable accident
VC-4000087,vehicle_crash,"2018-02-25T03:05:41",null,null,null,null,null,null,Humnan negligence
VC-4000088,vehicle_crash,"1981-10-20T16:46:42",null,null,null,null,null,null,Unforeseeable accident
VC-4000089,vehicle_crash,"1991-03-28T13:47:10",null,null,null,null,null,null,Unforeseeable accident
VC-4000090,vehicle_crash,"1953-05-03T02:41:48",null,null,null,null,null,null,Unforeseeable accident
VC-4000091,vehicle_crash,"1997-03-10T23:14:42",null,null,null,null,null,null,Humnan negligence
VC-4000092,vehicle_crash,"1982-11-04T23:04:59",null,null,null,null,null,null,Humnan negligence
VC-4000093,vehicle_crash,"1989-05-23T03:57:13",null,null,null,null,null,null,Humnan negligence
VC-4000094,vehicle_crash,"1981-08-20T05:49:24",null,null,null,null,null,null,Mechanical failure
VC-4000095,vehicle_crash,"1994-09-13T07:16:37",null,null,null,null,null,null,Unforeseeable accident
VC-4000096,vehicle_crash,"1952-12-22T09:40:59",null,null,null,null,null,null,Humnan negligence
VC-4000097,vehicle_crash,"1961-03-22T18:13:24",null,null,null,null,null,null,Humnan negligence
VC-4000098,vehicle_crash,"1992-08-30T07:46:06",null,null,null,null,null,null,Mechanical failure
VC-4000099,vehicle_crash,"1994-07-01T20:25:25",null,null,null,null,null,null,Mechanical failure
VC-4000100,vehicle_crash,"1968-10-19T01:03:25",null,null,null,null,null,null,Mechanical failure
VC-4000101,vehicle_crash,"2010-04-24T18:53:38",null,null,null,null,null,null,Humnan negligence
VC-4000102,vehicle_crash,"2000-11-14T05:07:11",null,null,null,null,null,null,Unforeseeable accident
VC-4000103,vehicle_crash,"2006-12-31T06:28:58",null,null,null,null,null,null,Unforeseeable accident
VC-4000104,vehicle_crash,"2015-06-13T08:27:08",null,null,null,null,null,null,Mechanical failure
VC-4000105,vehicle_crash,"1985-06-07T05:24:27",null,null,null,null,null,null,Mechanical failure
VC-4000106,vehicle_crash,"1983-11-17T21:55:04",null,null,null,null,null,null,Unforeseeable accident
VC-4000107,vehicle_crash,"1970-04-09T13:31:54",null,null,null,null,null,null,Unforeseeable accident
VC-4000108,vehicle_crash,"1987-10-08T02:14:30",null,null,null,null,null,null,Humnan negligence
VC-4000109,vehicle_crash,"1952-12-10T05:10:49",null,null,null,null,null,null,Unforeseeable accident
VC-4000110,vehicle_crash,"1980-11-20T11:53:12",null,null,null,null,null,null,Unforeseeable accident
VC-4000111,vehicle_crash,"1967-11-02T20:23:39",null,null,null,null,null,null,Mechanical failure
VC-4000112,vehicle_crash,"2005-04-19T03:59:46",null,null,null,null,null,null,Humnan negligence
VC-4000113,vehicle_crash,"1974-02-18T12:29:35",null,null,null,null,null,null,Unforeseeable accident
VC-4000114,vehicle_crash,"2016-04-03T18:25:14",null,null,null,null,null,null,Mechanical failure
VC-4000115,vehicle_crash,"1966-09-01T06:56:17",null,null,null,null,null,null,Mechanical failure
VC-4000116,vehicle_crash,"2016-07-19T09:38:48",null,null,null,null,null,null,Humnan negligence
VC-4000117,vehicle_crash,"1973-07-08T21:21:06",null,null,null,null,null,null,Unforeseeable accident
VC-4000118,vehicle_crash,"2008-03-18T09:02:31",null,null,null,null,null,null,Humnan negligence
VC-4000119,vehicle_crash,"1992-08-17T15:49:12",null,null,null,null,null,null,Unforeseeable accident
VC-4000120,vehicle_crash,"1986-01-21T06:46:29",null,null,null,null,null,null,Humnan negligence
VC-4000121,vehicle_crash,"1969-11-16T07:50:25",null,null,null,null,null,null,Humnan negligence
VC-4000122,vehicle_crash,"1966-04-10T06:28:21",null,null,null,null,null,null,Mechanical failure
VC-4000123,vehicle_crash,"1996-01-13T15:00:57",null,null,null,null,null,null,Unforeseeable accident
VC-4000124,vehicle_crash,"2011-07-08T20:19:57",null,null,null,null,null,null,Unforeseeable accident
VC-4000125,vehicle_crash,"1983-01-27T15:25:05",null,null,null,null,null,null,Humnan negligence
VC-4000126,vehicle_crash,"1972-07-23T20:59:40",null,null,null,null,null,null,Mechanical failure
VC-4000127,vehicle_crash,"1992-05-24T10:57:36",null,null,null,null,null,null,Unforeseeable accident
VC-4000128,vehicle_crash,"2013-07-01T17:03:47",null,null,null,null,null,null,Mechanical failure
VC-4000129,vehicle_crash,"1960-03-23T22:50",null,null,null,null,null,null,Mechanical failure
VC-4000130,vehicle_crash,"1997-03-30T21:57:23",null,null,null,null,null,null,Mechanical failure
VC-4000131,vehicle_crash,"1959-02-05T03:23:25",null,null,null,null,null,null,Unforeseeable accident
VC-4000132,vehicle_crash,"1963-03-17T13:50:25",null,null,null,null,null,null,Mechanical failure
VC-4000133,vehicle_crash,"1967-02-04T09:42:31",null,null,null,null,null,null,Humnan negligence
VC-4000134,vehicle_crash,"2013-07-01T15:19",null,null,null,null,null,null,Humnan negligence
VC-4000135,vehicle_crash,"2018-09-23T20:46:58",null,null,null,null,null,null,Unforeseeable accident
VC-4000136,vehicle_crash,"1950-09-15T05:12:41",null,null,null,null,null,null,Mechanical failure
VC-4000137,vehicle_crash,"2005-01-04T07:43:05",null,null,null,null,null,null,Humnan negligence
VC-4000138,vehicle_crash,"2019-09-11T01:49:04",null,null,null,null,null,null,Mechanical failure
VC-4000139,vehicle_crash,"1986-05-10T15:39:15",null,null,null,null,null,null,Mechanical failure
VC-4000140,vehicle_crash,"2008-11-30T18:37:30",null,null,null,null,null,null,Unforeseeable accident
VC-4000141,vehicle_crash,"1967-11-02T15:16:47",null,null,null,null,null,null,Unforeseeable accident
VC-4000142,vehicle_crash,"1954-01-17T22:52:12",null,null,null,null,null,null,Unforeseeable accident
VC-4000143,vehicle_crash,"1980-07-27T01:31:10",null,null,null,null,null,null,Humnan negligence
VC-4000144,vehicle_crash,"2017-01-07T12:33:51",null,null,null,null,null,null,Humnan negligence
VC-4000145,vehicle_crash,"2002-08-11T18:53:17",null,null,null,null,null,null,Mechanical failure
VC-4000146,vehicle_crash,"1989-02-09T10:00:55",null,null,null,null,null,null,Humnan negligence
VC-4000147,vehicle_crash,"1991-02-06T07:01:32",null,null,null,null,null,null,Mechanical failure
VC-4000148,vehicle_crash,"1976-10-23T05:23:51",null,null,null,null,null,null,Humnan negligence
VC-4000149,vehicle_crash,"1970-08-12T23:43:29",null,null,null,null,null,null,Unforeseeable accident
VC-4000150,vehicle_crash,"2006-10-31T08:55:05",null,null,null,null,null,null,Humnan negligence
VC-4000151,vehicle_crash,"1975-05-09T04:10:25",null,null,null,null,null,null,Mechanical failure
VC-4000152,vehicle_crash,"2017-03-27T15:48:42",null,null,null,null,null,null,Unforeseeable accident
VC-4000153,vehicle_crash,"1979-03-06T19:33:35",null,null,null,null,null,null,Unforeseeable accident
VC-4000154,vehicle_crash,"1969-07-24T05:32:23",null,null,null,null,null,null,Unforeseeable accident
VC-4000155,vehicle_crash,"2017-08-13T13:17:34",null,null,null,null,null,null,Unforeseeable accident
VC-4000156,vehicle_crash,"1968-09-19T19:07:49",null,null,null,null,null,null,Mechanical failure
VC-4000157,vehicle_crash,"1985-04-15T22:14:25",null,null,null,null,null,null,Unforeseeable accident
VC-4000158,vehicle_crash,"2006-10-10T15:25:36",null,null,null,null,null,null,Unforeseeable accident
VC-4000159,vehicle_crash,"2002-02-27T09:43:01",null,null,null,null,null,null,Unforeseeable accident
VC-4000160,vehicle_crash,"1973-10-03T12:12:18",null,null,null,null,null,null,Unforeseeable accident
VC-4000161,vehicle_crash,"1968-12-06T06:40:16",null,null,null,null,null,null,Mechanical failure
VC-4000162,vehicle_crash,"1960-02-20T23:41:44",null,null,null,null,null,null,Mechanical failure
VC-4000163,vehicle_crash,"1987-04-05T01:41:24",null,null,null,null,null,null,Mechanical failure
VC-4000164,vehicle_crash,"2010-01-16T23:54:47",null,null,null,null,null,null,Mechanical failure
VC-4000165,vehicle_crash,"1951-05-12T16:23:52",null,null,null,null,null,null,Mechanical failure
VC-4000166,vehicle_crash,"1955-07-29T09:24:25",null,null,null,null,null,null,Mechanical failure
VC-4000167,vehicle_crash,"1986-12-03T05:07:55",null,null,null,null,null,null,Unforeseeable accident
VC-4000168,vehicle_crash,"1962-11-07T12:10:49",null,null,null,null,null,null,Mechanical failure
VC-4000169,vehicle_crash,"1958-08-05T15:33:01",null,null,null,null,null,null,Mechanical failure
VC-4000170,vehicle_crash,"2002-08-20T22:10:48",null,null,null,null,null,null,Unforeseeable accident
VC-4000171,vehicle_crash,"1976-08-26T23:22:41",null,null,null,null,null,null,Mechanical failure
VC-4000172,vehicle_crash,"1967-09-17T23:03:28",null,null,null,null,null,null,Mechanical failure
VC-4000173,vehicle_crash,"1973-06-02T03:06:56",null,null,null,null,null,null,Unforeseeable accident
VC-4000174,vehicle_crash,"1973-04-04T18:41:24",null,null,null,null,null,null,Mechanical failure
VC-4000175,vehicle_crash,"1974-02-24T17:07:48",null,null,null,null,null,null,Mechanical failure
VC-4000176,vehicle_crash,"2011-01-23T15:00:57",null,null,null,null,null,null,Mechanical failure
VC-4000177,vehicle_crash,"2001-02-27T10:14:45",null,null,null,null,null,null,Humnan negligence
VC-4000178,vehicle_crash,"2018-02-05T21:33:40",null,null,null,null,null,null,Humnan negligence
VC-4000179,vehicle_crash,"1973-08-11T16:16:15",null,null,null,null,null,null,Humnan negligence
VC-4000180,vehicle_crash,"2018-06-07T14:48:14",null,null,null,null,null,null,Unforeseeable accident
VC-4000181,vehicle_crash,"1969-08-19T03:05:30",null,null,null,null,null,null,Humnan negligence
VC-4000182,vehicle_crash,"1955-09-16T23:29:33",null,null,null,null,null,null,Unforeseeable accident
VC-4000183,vehicle_crash,"1964-03-16T20:46:25",null,null,null,null,null,null,Mechanical failure
VC-4000184,vehicle_crash,"1979-08-26T16:19:16",null,null,null,null,null,null,Mechanical failure
VC-4000185,vehicle_crash,"1972-02-25T03:10:40",null,null,null,null,null,null,Humnan negligence
VC-4000186,vehicle_crash,"1984-07-08T10:34:40",null,null,null,null,null,null,Mechanical failure
VC-4000187,vehicle_crash,"2004-09-25T15:26:26",null,null,null,null,null,null,Humnan negligence
VC-4000188,vehicle_crash,"1965-05-03T15:51:21",null,null,null,null,null,null,Unforeseeable accident
VC-4000189,vehicle_crash,"2013-06-17T06:02:10",null,null,null,null,null,null,Mechanical failure
VC-4000190,vehicle_crash,"1972-04-07T09:29:16",null,null,null,null,null,null,Mechanical failure
VC-4000191,vehicle_crash,"1950-01-21T17:36:01",null,null,null,null,null,null,Humnan negligence
VC-4000192,vehicle_crash,"1961-06-15T20:54:43",null,null,null,null,null,null,Humnan negligence
VC-4000193,vehicle_crash,"1976-04-12T20:49:14",null,null,null,null,null,null,Humnan negligence
VC-4000194,vehicle_crash,"1986-06-16T14:28:23",null,null,null,null,null,null,Humnan negligence
VC-4000195,vehicle_crash,"1989-04-07T19:14:12",null,null,null,null,null,null,Unforeseeable accident
VC-4000196,vehicle_crash,"1978-01-01T12:06:25",null,null,null,null,null,null,Unforeseeable accident
VC-4000197,vehicle_crash,"1955-07-26T13:39:17",null,null,null,null,null,null,Humnan negligence
VC-4000198,vehicle_crash,"1952-12-03T03:00:33",null,null,null,null,null,null,Humnan negligence
VC-4000199,vehicle_crash,"1973-05-26T17:51:57",null,null,null,null,null,null,Unforeseeable accident
VC-4000200,vehicle_crash,"1973-10-08T23:07:48",null,null,null,null,null,null,Mechanical failure
VC-4000201,vehicle_crash,"1970-07-16T12:40:21",null,null,null,null,null,null,Mechanical failure
VC-4000202,vehicle_crash,"1994-03-07T07:46:52",null,null,null,null,null,null,Humnan negligence
VC-4000203,vehicle_crash,"1981-09-16T06:44:52",null,null,null,null,null,null,Mechanical failure
VC-4000204,vehicle_crash,"1974-07-02T16:09:07",null,null,null,null,null,null,Humnan negligence
VC-4000205,vehicle_crash,"2005-06-10T06:02:34",null,null,null,null,null,null,Humnan negligence
VC-4000206,vehicle_crash,"1971-08-24T07:21:35",null,null,null,null,null,null,Mechanical failure
VC-4000207,vehicle_crash,"2002-07-09T20:38:42",null,null,null,null,null,null,Humnan negligence
VC-4000208,vehicle_crash,"2014-11-16T14:42:46",null,null,null,null,null,null,Unforeseeable accident
VC-4000209,vehicle_crash,"1954-12-04T05:26:08",null,null,null,null,null,null,Mechanical failure
VC-4000210,vehicle_crash,"1956-10-13T05:34:03",null,null,null,null,null,null,Mechanical failure
VC-4000211,vehicle_crash,"2018-07-02T05:51:46",null,null,null,null,null,null,Mechanical failure
VC-4000212,vehicle_crash,"1986-06-22T14:25:09",null,null,null,null,null,null,Mechanical failure
VC-4000213,vehicle_crash,"1974-03-14T09:52:19",null,null,null,null,null,null,Unforeseeable accident
VC-4000214,vehicle_crash,"1966-02-18T23:29:36",null,null,null,null,null,null,Mechanical failure
VC-4000215,vehicle_crash,"1996-10-11T15:46:49",null,null,null,null,null,null,Mechanical failure
VC-4000216,vehicle_crash,"2016-12-09T08:46:27",null,null,null,null,null,null,Unforeseeable accident
VC-4000217,vehicle_crash,"1982-01-17T07:31:33",null,null,null,null,null,null,Humnan negligence
VC-4000218,vehicle_crash,"1955-10-22T20:32:18",null,null,null,null,null,null,Mechanical failure
VC-4000219,vehicle_crash,"2014-02-03T06:17:58",null,null,null,null,null,null,Humnan negligence
VC-4000220,vehicle_crash,"1959-02-27T08:52:13",null,null,null,null,null,null,Humnan negligence
VC-4000221,vehicle_crash,"1979-04-03T04:44:08",null,null,null,null,null,null,Humnan negligence
VC-4000222,vehicle_crash,"1962-03-16T01:34:11",null,null,null,null,null,null,Unforeseeable accident
VC-4000223,vehicle_crash,"1998-01-05T10:33:33",null,null,null,null,null,null,Humnan negligence
VC-4000224,vehicle_crash,"1954-06-01T06:02:44",null,null,null,null,null,null,Unforeseeable accident
VC-4000225,vehicle_crash,"1972-12-13T22:46:39",null,null,null,null,null,null,Humnan negligence
VC-4000226,vehicle_crash,"1994-10-22T18:58:36",null,null,null,null,null,null,Unforeseeable accident
VC-4000227,vehicle_crash,"1968-05-19T22:04:48",null,null,null,null,null,null,Unforeseeable accident
VC-4000228,vehicle_crash,"2016-01-01T21:03:38",null,null,null,null,null,null,Humnan negligence
VC-4000229,vehicle_crash,"1972-08-14T07:07:12",null,null,null,null,null,null,Unforeseeable accident
VC-4000230,vehicle_crash,"2010-08-24T23:47:36",null,null,null,null,null,null,Mechanical failure
VC-4000231,vehicle_crash,"1976-04-07T14:02:32",null,null,null,null,null,null,Humnan negligence
VC-4000232,vehicle_crash,"1968-02-22T07:29:47",null,null,null,null,null,null,Unforeseeable accident
VC-4000233,vehicle_crash,"2006-07-07T17:49:46",null,null,null,null,null,null,Humnan negligence
VC-4000234,vehicle_crash,"2010-04-06T17:14:26",null,null,null,null,null,null,Humnan negligence
VC-4000235,vehicle_crash,"1953-05-19T17:34:01",null,null,null,null,null,null,Humnan negligence
VC-4000236,vehicle_crash,"1978-03-21T19:50:39",null,null,null,null,null,null,Mechanical failure
VC-4000237,vehicle_crash,"2012-05-16T14:10:22",null,null,null,null,null,null,Unforeseeable accident
VC-4000238,vehicle_crash,"1955-09-07T01:55:55",null,null,null,null,null,null,Mechanical failure
VC-4000239,vehicle_crash,"1973-11-24T05:06:11",null,null,null,null,null,null,Humnan negligence
VC-4000240,vehicle_crash,"1962-01-27T12:50:29",null,null,null,null,null,null,Humnan negligence
VC-4000241,vehicle_crash,"1950-02-06T06:51:35",null,null,null,null,null,null,Mechanical failure
VC-4000242,vehicle_crash,"1988-11-29T07:34:37",null,null,null,null,null,null,Mechanical failure
VC-4000243,vehicle_crash,"2006-07-29T22:37:46",null,null,null,null,null,null,Unforeseeable accident
VC-4000244,vehicle_crash,"1988-12-07T01:24:10",null,null,null,null,null,null,Humnan negligence
VC-4000245,vehicle_crash,"1996-08-16T08:54:47",null,null,null,null,null,null,Mechanical failure
VC-4000246,vehicle_crash,"1982-08-02T22:54:02",null,null,null,null,null,null,Unforeseeable accident
VC-4000247,vehicle_crash,"1985-02-17T15:21:02",null,null,null,null,null,null,Humnan negligence
VC-4000248,vehicle_crash,"1959-06-22T06:16:14",null,null,null,null,null,null,Humnan negligence
VC-4000249,vehicle_crash,"1986-12-30T21:27:06",null,null,null,null,null,null,Mechanical failure
VC-4000250,vehicle_crash,"2006-02-22T15:24:14",null,null,null,null,null,null,Humnan negligence
VC-4000251,vehicle_crash,"1960-09-18T21:06:17",null,null,null,null,null,null,Mechanical failure
VC-4000252,vehicle_crash,"2017-06-04T16:44:16",null,null,null,null,null,null,Mechanical failure
VC-4000253,vehicle_crash,"1977-07-09T12:01:03",null,null,null,null,null,null,Mechanical failure
VC-4000254,vehicle_crash,"2007-02-15T05:46:41",null,null,null,null,null,null,Humnan negligence
VC-4000255,vehicle_crash,"1959-12-04T09:03:47",null,null,null,null,null,null,Humnan negligence
VC-4000256,vehicle_crash,"2001-09-18T17:36:34",null,null,null,null,null,null,Humnan negligence
VC-4000257,vehicle_crash,"1972-06-25T10:29:16",null,null,null,null,null,null,Mechanical failure
VC-4000258,vehicle_crash,"1985-06-22T16:09:49",null,null,null,null,null,null,Humnan negligence
VC-4000259,vehicle_crash,"1954-01-25T01:30:59",null,null,null,null,null,null,Mechanical failure
VC-4000260,vehicle_crash,"2015-10-15T06:20:09",null,null,null,null,null,null,Mechanical failure
VC-4000261,vehicle_crash,"1966-02-23T07:30:12",null,null,null,null,null,null,Humnan negligence
VC-4000262,vehicle_crash,"1978-12-27T17:06:44",null,null,null,null,null,null,Mechanical failure
VC-4000263,vehicle_crash,"1996-06-27T14:41:36",null,null,null,null,null,null,Unforeseeable accident
VC-4000264,vehicle_crash,"2015-06-10T23:04:56",null,null,null,null,null,null,Mechanical failure
VC-4000265,vehicle_crash,"1973-12-31T18:16:49",null,null,null,null,null,null,Mechanical failure
VC-4000266,vehicle_crash,"1991-04-05T19:21:52",null,null,null,null,null,null,Humnan negligence
VC-4000267,vehicle_crash,"1956-12-07T22:24:23",null,null,null,null,null,null,Humnan negligence
VC-4000268,vehicle_crash,"1999-09-10T07:50:02",null,null,null,null,null,null,Unforeseeable accident
VC-4000269,vehicle_crash,"2017-04-16T05:48:05",null,null,null,null,null,null,Humnan negligence
VC-4000270,vehicle_crash,"2013-07-04T11:50:02",null,null,null,null,null,null,Mechanical failure
VC-4000271,vehicle_crash,"1968-07-15T05:01:06",null,null,null,null,null,null,Mechanical failure
VC-4000272,vehicle_crash,"1965-03-06T03:30:54",null,null,null,null,null,null,Mechanical failure
VC-4000273,vehicle_crash,"1975-02-14T22:05:07",null,null,null,null,null,null,Unforeseeable accident
VC-4000274,vehicle_crash,"2016-09-26T19:14:35",null,null,null,null,null,null,Unforeseeable accident
VC-4000275,vehicle_crash,"1960-02-06T03:47:01",null,null,null,null,null,null,Unforeseeable accident
VC-4000276,vehicle_crash,"1984-12-07T00:24:35",null,null,null,null,null,null,Humnan negligence
VC-4000277,vehicle_crash,"1952-07-20T01:42:03",null,null,null,null,null,null,Mechanical failure
VC-4000278,vehicle_crash,"1984-05-24T02:12:08",null,null,null,null,null,null,Mechanical failure
VC-4000279,vehicle_crash,"1953-01-11T05:57:56",null,null,null,null,null,null,Mechanical failure
VC-4000280,vehicle_crash,"1981-07-20T08:04:41",null,null,null,null,null,null,Humnan negligence
VC-4000281,vehicle_crash,"2014-06-22T17:57:19",null,null,null,null,null,null,Humnan negligence
VC-4000282,vehicle_crash,"1960-03-03T07:14:15",null,null,null,null,null,null,Humnan negligence
VC-4000283,vehicle_crash,"1963-01-30T12:35:36",null,null,null,null,null,null,Unforeseeable accident
VC-4000284,vehicle_crash,"1973-01-18T04:27:46",null,null,null,null,null,null,Mechanical failure
VC-4000285,vehicle_crash,"1963-01-19T10:05:31",null,null,null,null,null,null,Unforeseeable accident
VC-4000286,vehicle_crash,"1972-02-28T00:19:44",null,null,null,null,null,null,Mechanical failure
VC-4000287,vehicle_crash,"1974-12-18T02:43:11",null,null,null,null,null,null,Unforeseeable accident
VC-4000288,vehicle_crash,"1981-05-18T04:43:12",null,null,null,null,null,null,Unforeseeable accident
VC-4000289,vehicle_crash,"1959-04-11T15:17:30",null,null,null,null,null,null,Unforeseeable accident
VC-4000290,vehicle_crash,"1979-11-13T02:44:04",null,null,null,null,null,null,Humnan negligence
VC-4000291,vehicle_crash,"1987-11-11T01:29:59",null,null,null,null,null,null,Unforeseeable accident
VC-4000292,vehicle_crash,"1988-02-09T22:06:23",null,null,null,null,null,null,Mechanical failure
VC-4000293,vehicle_crash,"2016-10-13T03:30:13",null,null,null,null,null,null,Unforeseeable accident
VC-4000294,vehicle_crash,"1998-10-10T21:31:30",null,null,null,null,null,null,Mechanical failure
