city,state,population_size
West Footscray,Australia,10222
Nambour,Australia,10221
Rutherford,Australia,10182
Maribyrnong,Australia,10165
Hallam,Australia,10162
Hillarys,Australia,10160
Burwood East,Australia,10141
Blackburn South,Australia,10129
Darlinghurst,Australia,10128
Hamilton,Australia,10104
Dingley Village,Australia,10072
Glenorchy,Australia,10062
Forest Hill,Australia,10052
Kilsyth,Australia,10043
Parkes,Australia,10026
Nedlands,Australia,10020
Moranbah,Australia,10000
Broadmeadows,Australia,9985
Grafton,Australia,9955
Altona,Australia,9918
Vermont,Australia,9902
Dalby,Australia,9847
Mumbai,India,12691836
Delhi,India,10927986
Bengaluru,India,5104047
Kolkata,India,4631392
Chennai,India,4328063
Ahmedabad,India,3719710
Hyderabad,India,3597816
Pune,India,2935744
Surat,India,2894504
Kanpur,India,2823249
Jaipur,India,2711758
Navi Mumbai,India,2600000
Lucknow,India,2472011
Nagpur,India,2228018
Indore,India,1837041
Patna,India,1599920
Bhopal,India,1599914
Ludhiana,India,1545368
Tirunelveli,India,1435844
Agra,India,1430055
Vadodara,India,1409476
Gorakhpur,India,1324570
Nashik,India,1289497
Pimpri,India,1284606
Kalyan,India,1262255
Thane,India,1261517
Meerut,India,1223184
Nowrangapur,India,1220946
Faridabad,India,1220229
Ghaziabad,India,1199191
Dombivli,India,1193000
Rajkot,India,1177362
Varanasi,India,1164404
Amritsar,India,1092450
Allahabad,India,1073438
Visakhapatnam,India,1063178
Teni,India,1034724
Jabalpur,India,1030168
Haora,India,1027672
Aurangabad,India,1016441
Shivaji Nagar,India,1000000
Solapur,India,997281
Srinagar,India,975857
Chandigarh,India,960787
Coimbatore,India,959823
Jodhpur,India,921476
Madurai,India,909908
Guwahati,India,899094
Gwalior,India,882458
Vijayawada,India,874587
Mysore,India,868313
Ranchi,India,846454
Hubli,India,840214
Jalandhar,India,785178
Thiruvananthapuram,India,784153
Salem,India,778396
Tiruchirappalli,India,775484
Kota,India,763088
Bhubaneshwar,India,762243
Aligarh,India,753207
Bareilly,India,745435
Moradabad,India,721139
Bhiwandi,India,707035
Raipur,India,679995
Gorakhpur,India,674246
Bhilai,India,625138
Jamshedpur,India,616338
Borivli,India,609617
Cochin,India,604696
Amravati,India,603837
Sangli,India,601214
Cuttack,India,580000
Bikaner,India,576015
Warangal,India,557802
Bhavnagar,India,554978
Nanded,India,550564
Raurkela,India,536450
Guntur,India,530577
Dehra Dun,India,522081
Bhayandar,India,520301
Durgapur,India,518872
Ajmer,India,517911
Ulhasnagar,India,516584
Kolhapur,India,516142
Shiliguri,India,515574
Bilimora,India,510879
Karol Bagh,India,505241
Asansol,India,504271
Jamnagar,India,492056
Saharanpur,India,484873
Gulbarga,India,483615
Bhatpara,India,483129
Jammu,India,465567
Kurnool,India,460184
Ujjain,India,457346
Ramgundam,India,452261
Shyamnagar,India,441956
Nangi,India,440894
Kozhikode,India,439922
Malegaon,India,435362
Davangere,India,435128
Jalgaon,India,429298
Akola,India,428857
Belgaum,India,428720
Gaya,India,423692
Udaipur,India,422784
Korba,India,419146
Bokaro,India,418533
Mangalore,India,417387
Jhansi,India,412927
Thoothukudi,India,410760
Nellore,India,404158
Tiruppur,India,397521
Kollam,India,394163
Panihati,India,378705
Ahmadnagar,India,367140
Dhulia,India,366980
Bhagalpur,India,361548
Punasa,India,350000
Muzaffarnagar,India,349706
Latur,India,348967
Kukatpalli,India,341709
Ambattur,India,341049
Bellary,India,336681
Muzaffarpur,India,333200
Kamarhati,India,332965
Mathura,India,330511
Patiala,India,329224
Chanda,India,328351
Bhilwara,India,326431
Trichur,India,325110
Brahmapur,India,324726
Shahjanpur,India,320434
Shimoga,India,319550
New Delhi,India,317797
Rohtak,India,317245
Tumkur,India,307359
Firozabad,India,306409
Nizamabad,India,305438
Kulti,India,305405
Rajahmundry,India,304804
Barddhaman,India,301725
Barasat,India,298127
Bali,India,296973
Hisar,India,296436
Rampur,India,296418
Noida,India,293908
Greater Noida,India,293908
Kakinada,India,292923
Panipat,India,292808
Parbhani,India,289629
Darbhanga,India,287150
Alwar,India,283228
Bilaspur,India,282705
Ichalkaranji,India,274383
Bijapur,India,271064
Aizawl,India,265331
Jalna,India,262034
Lal Bahadur Nagar,India,261987
Dewas,India,261218
Baranagar,India,260072
Gajuwaka,India,258944
Satna,India,257778
Etawah,India,257448
Durg,India,255283
Naihati,India,253221
Tirupati,India,250821
Sonipat,India,250521
Avadi,India,250044
Tiruvottiyur,India,248059
Saugor,India,247333
Mau,India,246050
Bihar Sharif,India,244230
Hapur,India,242920
Bathinda,India,242800
Farrukhabad,India,241152
Anantapur,India,240442
Barasat,India,237783
Ratlam,India,236843
Ramagundam,India,235000
Ganganagar,India,231838
Bharatpur,India,229384
Karimnagar,India,228745
Puducherry,India,227411
Shrirampur,India,226317
Raichur,India,225962
Quthbullapur,India,225816
Karnal,India,225049
Arrah,India,223676
Imphal,India,223523
Gosaba,India,222764
Mirzapur,India,220029
Kharagpur,India,219665
Dhanbad,India,219636
Tanjore,India,219571
Amarnath,India,217780
Nagercoil,India,213858
Pali,India,210103
Yamunanagar,India,208931
Rewa,India,208461
Secunderabad,India,204182
Bidar,India,204071
Agartala,India,203264
Monghyr,India,203163
Burhanpur,India,202695
Nadiad,India,202067
Chapra,India,201597
Dindigul,India,200797
Panchkula,India,200000
Sikar,India,199932
Bulandshahr,India,198612
Purnia,India,198453
Hospet,India,197846
Gurgaon,India,197340
Sambhal,India,196109
Gandhinagar,India,195985
Murwara,India,195856
Nangloi Jat,India,194363
Machilipatnam,India,192827
Katihar,India,192555
Bhiwani,India,190855
Kultali,India,187942
Raebareli,India,186433
Haridwar,India,186079
Singrauli,India,185580
Junagadh,India,184447
Sujangarh,India,183808
Ellore,India,183387
Bhusaval,India,183001
Khandwa,India,182841
Bahraigh,India,182218
Sirsa,India,181639
Chandannagar,India,180623
Baharampur,India,180547
Surendranagar,India,179628
Vizianagaram,India,179358
Proddatur,India,177797
Vellore,India,177081
Hugli,India,177005
Alleppey,India,176783
Amroha,India,176253
Tambaram,India,174787
Pathankot,India,174306
Bhind,India,174035
Shimla,India,173503
Ongole,India,172872
Gadag Betageri,India,172813
Puri,India,170841
Haldia,India,170695
Khammam,India,170503
Raiganj,India,170252
Ingraj Bazar,India,170039
Jaunpur,India,169572
Fatehpur,India,166480
Gandhidham,India,166388
Nandyal,India,165337
Udupi,India,165000
Loni,India,164810
Sitapur,India,164435
Shivpuri,India,164215
Bhadravati,India,163903
Adoni,India,163631
Veraval,India,163326
Sambalpur,India,162887
Gadag,India,162569
Unnao,India,161671
Budaun,India,161555
Jind,India,161260
Madhyamgram,India,161126
Jamuria,India,160242
Jaigaon,India,158664
Cuddalore,India,158569
Orai,India,158265
Hoshiarpur,India,158142
Pallavaram,India,157145
Hanumangarh,India,155687
Kanchipuram,India,155029
Alandur,India,153775
Guna,India,153689
Bahadurgarh,India,153613
Bharuch,India,153528
Medinipur,India,153349
Fyzabad,India,153047
Dinapore,India,152940
Silchar,India,152393
Banda,India,152218
Morena,India,152004
Tonk,India,151331
Raj Nandgaon,India,150755
Serilingampalle,India,150525
Virar,India,150357
Malkajgiri,India,150000
Shantipur,India,149983
Barakpur,India,148174
Erode,India,147270
Ambala,India,146787
Krishnanagar,India,145926
Saharsa,India,145764
Batala,India,145468
Bhimavaram,India,142967
Balurghat,India,141404
Kaithal,India,140604
Lakhimpur,India,140223
Hazaribagh,India,140063
Vidisha,India,140045
Haldwani,India,139497
Habra,India,139297
Kumbakonam,India,139264
Porbandar,India,138872
Chitradurga,India,138587
Thanesar,India,138279
Tiruvannamalai,India,138243
Anand,India,138009
Kanchrapara,India,136954
Mahbubnagar,India,136135
Dimapur,India,135860
Robertsonpet,India,135218
Chhindwara,India,134847
Mandya,India,134845
Bankura,India,133966
Hajipur,India,133606
Gonda City,India,133583
Bhuj,India,133459
Hindupur,India,133298
Shillong,India,132842
Palghat,India,132728
Godhra,India,131913
Kishangarh,India,131749
Raniganj,India,131261
Pilibhit,India,131008
Beawar,India,130777
Abohar,India,130603
Moga,India,130549
Dehri,India,129938
Deoria,India,129570
Hassan,India,128531
Khardah,India,128346
Yavatmal,India,128175
Halisahar,India,128172
Panvel,India,128046
Titagarh,India,127751
Cuddapah,India,127010
Bettiah,India,127008
Hathras,India,126882
Lalitpur,India,126475
Kolar,India,126441
Mandsaur,India,124988
Gondia,India,124897
Rajapalaiyam,India,124168
Darjiling,India,123797
Mohali,India,123484
Palanpur,India,123294
Dam Dam,India,122719
Hardoi,India,122635
Puruliya,India,122533
Dibrugarh,India,122155
Palwal,India,121965
Nalgonda,India,121826
Bhadreswar,India,121662
Vejalpur,India,121610
Chikmagalur,India,121484
Raigarh,India,121278
Guntakal Junction,India,120964
Gangapur,India,120115
Deoli,India,120000
Siwan,India,119181
Damoh,India,118776
Adilabad,India,118526
Chicacole,India,118299
Uppal Kalan,India,118259
Jetpur,India,118068
Morbi,India,118022
Patan,India,117863
Khanna,India,117137
Botad,India,117053
Rishra,India,117014
Azamgarh,India,116644
Yelahanka,India,116447
Gudivada,India,116161
Baidyabati,India,115504
Basti,India,115115
Balasore,India,114321
Dharmavaram,India,114050
Maler Kotla,India,113840
Wardha,India,113759
Jhunjhunun,India,113193
Satara,India,112793
Chanduasi,India,112635
Mothihari,India,112144
Chas,India,112141
Pudukkottai,India,112118
Rewari,India,112079
Port Blair,India,112050
Suriapet,India,111729
Bangaon,India,111693
Chhatarpur,India,111594
Ashoknagar Kalyangarh,India,111475
Achalpur,India,111278
Navadwip,India,111123
Barsi,India,110983
Buenos Aires,Argentina,13076300
Cordoba,Argentina,1428214
Rosario,Argentina,1173533
Mendoza,Argentina,876884
San Miguel De Tucuman,Argentina,781023
La Plata,Argentina,694167
Mar Del Plata,Argentina,553935
Quilmes,Argentina,518788
Salta,Argentina,512686
Santa Fe De La Vera Cruz,Argentina,489505
San Juan,Argentina,447048
Resistencia,Argentina,387158
Santiago Del Estero,Argentina,354692
Corrientes,Argentina,339067
Posadas,Argentina,323739
Moron,Argentina,319934
San Salvador De Jujuy,Argentina,305891
Bahia Blanca,Argentina,276546
Parana,Argentina,262295
Neuquen,Argentina,242092
Pilar,Argentina,226517
Formosa,Argentina,221383
San Fernando Del Valle De Catamarca,Argentina,188812
San Luis,Argentina,183982
Berazategui,Argentina,167498
La Rioja,Argentina,162620
Rio Cuarto,Argentina,153757
Balvanera,Argentina,152198
Concordia,Argentina,145210
Comodoro Rivadavia,Argentina,140850
Belgrano,Argentina,138942
San Nicolas De Los Arroyos,Argentina,127742
Villa Lugano,Argentina,114000
Santa Rosa,Argentina,111424
San Rafael,Argentina,109163
Tandil,Argentina,104325
Villa Mercedes,Argentina,96781
San Carlos De Bariloche,Argentina,95394
Trelew,Argentina,93442
Villa Maria,Argentina,92453
Reconquista,Argentina,90184
Zarate,Argentina,88781
Rafaela,Argentina,88713
Pergamino,Argentina,87652
Olavarria,Argentina,86320
Rio Gallegos,Argentina,85700
Junin,Argentina,85007
San Martin,Argentina,82549
Presidencia Roque Saenz Pena,Argentina,81879
Lujan,Argentina,81749
Campana,Argentina,81612
Necochea,Argentina,80478
Gualeguaychu,Argentina,78676
Barracas,Argentina,77474
Cipolletti,Argentina,75078
Gobernador Galvez,Argentina,74650
San Ramon De La Nueva Oran,Argentina,74059
Chimbas,Argentina,73829
General Roca,Argentina,73212
Venado Tuerto,Argentina,72340
Goya,Argentina,70245
Villa Carlos Paz,Argentina,69451
Concepcion Del Uruguay,Argentina,67895
Puerto Madryn,Argentina,64555
Tartagal,Argentina,60819
Santo Tome,Argentina,59072
San Francisco,Argentina,59062
San Pedro,Argentina,58430
Ushuaia,Argentina,58028
Punta Alta,Argentina,57209
General Pico,Argentina,57029
Colegiales,Argentina,57000
Obera,Argentina,56528
Chivilcoy,Argentina,54514
Puerto Eldorado,Argentina,54189
Azul,Argentina,53941
Rio Tercero,Argentina,53389
Mercedes,Argentina,52949
Rio Grande,Argentina,52681
Barranqueras,Argentina,50823
Yerba Buena,Argentina,50783
Libertador General San Martin,Argentina,49267
Viedma,Argentina,48940
Tafi Viejo,Argentina,48459
Boedo,Argentina,48231
Palpala,Argentina,48199
San Lorenzo,Argentina,47626
San Pedro,Argentina,47452
Cutral Co,Argentina,47380
Tres Arroyos,Argentina,47136
San Isidro,Argentina,45190
Villa Constitucion,Argentina,44271
Paso De Los Libres,Argentina,43805
Santa Lucia,Argentina,43565
Villa Angela,Argentina,43511
Chilecito,Argentina,42248
Lincoln,Argentina,41808
Pocito,Argentina,40969
Alta Gracia,Argentina,40384
Retiro,Argentina,38635
Alderetes,Argentina,38466
San Vicente,Argentina,38247
Castelli,Argentina,36588
Curuzu Cuatia,Argentina,36390
Caleta Olivia,Argentina,36077
Canada De Gomez,Argentina,36000
Esperanza,Argentina,35885
Bell Ville,Argentina,35105
Nueve De Julio,Argentina,34718
Chacabuco,Argentina,34587
Villa Santa Rita,Argentina,34000
Caucete,Argentina,33609
Pontevedra,Argentina,33515
Gualeguay,Argentina,33120
Aguilares,Argentina,32494
Granadero Baigorria,Argentina,32427
Quitilipi,Argentina,32083
Puerto Iguazu,Argentina,32038
Villaguay,Argentina,32027
Casilda,Argentina,32002
General Jose De San Martin,Argentina,31758
Zapala,Argentina,31534
Villa Regina,Argentina,31209
Tigre,Argentina,31106
Famailla,Argentina,30951
Chajari,Argentina,30655
Mercedes,Argentina,30649
Centenario,Argentina,28956
Garupa,Argentina,28814
Gobernador Ingeniero Valentin Virasoro,Argentina,28756
Esquel,Argentina,28486
Adrogue,Argentina,28265
Cruz Del Eje,Argentina,28166
Machagai,Argentina,28070
Villa Dolores,Argentina,28009
Termas De Rio Hondo,Argentina,27838
Charata,Argentina,27813
Capitan Bermudez,Argentina,27060
Coronel Suarez,Argentina,27000
Las Brenas,Argentina,26955
Jesus Maria,Argentina,26825
Fontana,Argentina,26745
Esquina,Argentina,26399
Rawson,Argentina,26335
Allen,Argentina,26083
Dolores,Argentina,25190
Plottier,Argentina,25186
Victoria,Argentina,25139
Jardin America,Argentina,24905
La Calera,Argentina,24796
Tres Isletas,Argentina,24747
La Paz,Argentina,24716
Monte Caseros,Argentina,24671
Veinticinco De Mayo,Argentina,24668
Perez,Argentina,24436
Marcos Juarez,Argentina,24226
Embarcacion,Argentina,23961
Monteros,Argentina,23771
San Pedro,Argentina,23736
San Martin De Los Andes,Argentina,23519
Villa Gesell,Argentina,23257
Avellaneda,Argentina,23077
Santo Tome,Argentina,22634
Villa Ortuzar,Argentina,22500
Montecarlo,Argentina,22229
San Justo,Argentina,21809
Villa Allende,Argentina,21683
San Jose De Jachal,Argentina,21018
Aristobulo Del Valle,Argentina,20683
Albardon,Argentina,20413
Anatuya,Argentina,20261
Dean Funes,Argentina,20164
Arroyo Seco,Argentina,20008
Laboulaye,Argentina,19908
Cinco Saltos,Argentina,19819
General Enrique Mosconi,Argentina,19811
Vera,Argentina,19797
Arroyito,Argentina,19577
El Soberbio,Argentina,19571
Diamante,Argentina,19545
Joaquin V. Gonzalez,Argentina,19185
Pirane,Argentina,19124
Villa Ocampo,Argentina,19101
Villa Paula De Sarmiento,Argentina,19092
Cosquin,Argentina,19070
Sunchales,Argentina,18757
Santa Elena,Argentina,18410
Galvez,Argentina,18374
Rufino,Argentina,18361
Saladas,Argentina,18349
Crespo,Argentina,18296
Firmat,Argentina,18294
Rio Segundo,Argentina,18155
Puerto Rico,Argentina,17491
Coronda,Argentina,16975
San Antonio Oeste,Argentina,16966
San Jorge,Argentina,16873
Villa Nueva,Argentina,16841
Rio Ceballos,Argentina,16632
Federal,Argentina,16333
General Villegas,Argentina,16270
Embalse,Argentina,15900
General Pinedo,Argentina,15741
Carcarana,Argentina,15619
San Javier,Argentina,15606
Puerto Esperanza,Argentina,15579
El Bolson,Argentina,15537
Wanda,Argentina,15529
Unquillo,Argentina,15369
San Luis Del Palmar,Argentina,15347
Catriel,Argentina,15169
Morteros,Argentina,15129
Bella Vista,Argentina,15126
La Falda,Argentina,15112
La Punta,Argentina,15000
Clorinda,Argentina,15000
Pico Truncado,Argentina,14985
La Quiaca,Argentina,14751
Funes,Argentina,14750
Las Varillas,Argentina,14649
Dos De Mayo,Argentina,14544
Tinogasta,Argentina,14509
Fray Luis A. Beltran,Argentina,14390
San Cristobal,Argentina,14286
Recreo,Argentina,14204
Andalgala,Argentina,14068
Santa Lucia,Argentina,14056
Tostado,Argentina,14000
Rosario Del Tala,Argentina,13807
Federacion,Argentina,13789
Arauco,Argentina,13720
Fraile Pintado,Argentina,13682
Chamical,Argentina,13383
Ceres,Argentina,13063
Recreo,Argentina,12798
Las Rosas,Argentina,12793
El Colorado,Argentina,12780
Oncativo,Argentina,12660
General Acha,Argentina,12536
Pilar,Argentina,12488
Roldan,Argentina,12468
Plaza Huincul,Argentina,12273
Laguna Paiva,Argentina,12250
Presidencia De La Plaza,Argentina,12231
Campo Grande,Argentina,12040
Villa Berthet,Argentina,12029
Veinticinco De Mayo,Argentina,11928
Las Toscas,Argentina,11811
Cafayate,Argentina,11785
Chos Malal,Argentina,11721
Coronel Dorrego,Argentina,11644
Oliva,Argentina,11629
San Salvador,Argentina,11626
Pampa Del Indio,Argentina,11588
La Carlota,Argentina,11490
Humahuaca,Argentina,11369
Las Parejas,Argentina,11317
San Clemente Del Tuyu,Argentina,11174
Merlo,Argentina,11159
San Jose De Feliciano,Argentina,11137
San Bernardo,Argentina,11101
Candelaria,Argentina,11039
Quimili,Argentina,10959
Bernardo De Irigoyen,Argentina,10889
El Trebol,Argentina,10871
Campo Largo,Argentina,10743
Junin De Los Andes,Argentina,10592
Almafuerte,Argentina,10534
Hernando,Argentina,10486
Corzuela,Argentina,10470
San Carlos Centro,Argentina,10465
Armstrong,Argentina,10388
Ingeniero Guillermo N. Juarez,Argentina,10357
Las Lomitas,Argentina,10354
General Cabrera,Argentina,10351
El Quebrachal,Argentina,10243
Puerto Deseado,Argentina,10237
Calchaqui,Argentina,10221
San Martin,Argentina,10140
Campo Ramon,Argentina,10088
La Leonesa,Argentina,10067
Leones,Argentina,9971
Corral De Bustos,Argentina,9882
Eduardo Castex,Argentina,9861
Choele Choel,Argentina,9791
El Carril,Argentina,9780
Puerto Tirol,Argentina,9767
Justo Daract,Argentina,9680
Totoras,Argentina,9587
Santa Rosa De Calamuchita,Argentina,9504
Abra Pampa,Argentina,9425
Malagueno,Argentina,9364
Villa Elisa,Argentina,9334
Villa Canas,Argentina,9328
Las Heras,Argentina,9303
Campo Viera,Argentina,9228
Las Lajitas,Argentina,9151
Coronel Du Graty,Argentina,9140
Capilla Del Monte,Argentina,9085
Clodomira,Argentina,9043
Santa Sylvina,Argentina,9040
Mburucuya,Argentina,9012
Vicuna Mackenna,Argentina,8994
Viale,Argentina,8939
Ibarreta,Argentina,8687
Huinca Renanco,Argentina,8637
Malvinas Argentinas,Argentina,8628
General Ramirez,Argentina,8614
Apolinario Saravia,Argentina,8595
La Cruz,Argentina,8591
Puerto Piray,Argentina,8557
Taco Pozo,Argentina,8470
Chicoana,Argentina,8468
Puerto Vilelas,Argentina,8455
Colonia Aurora,Argentina,8407
El Galpon,Argentina,8357
Canals,Argentina,8343
Santa Rosa,Argentina,8330
Sarmiento,Argentina,8292
Garuhape,Argentina,8259
Brinkmann,Argentina,8237
Calingasta,Argentina,8176
Pampa Del Infierno,Argentina,8176
Coronel Moldes,Argentina,8104
Fiambala,Argentina,8061
El Calafate,Argentina,8000
Urdinarrain,Argentina,7992
Bovril,Argentina,7977
Simoca,Argentina,7939
Alvear,Argentina,7917
Itati,Argentina,7902
Lamarque,Argentina,7819
Huillapima,Argentina,7779
Yuto,Argentina,7732
Nueve De Julio,Argentina,7652
Nuestra Senora Del Rosario De Caa Cati,Argentina,7573
Villa La Angostura,Argentina,7526
Hermoso Campo,Argentina,7435
Justiniano Posse,Argentina,7406
Concepcion De La Sierra,Argentina,7398
San Miguel,Argentina,7396
Villa De Soto,Argentina,7303
Sampacho,Argentina,7238
La Cumbre,Argentina,7235
Realico,Argentina,7151
Laguna Larga,Argentina,7137
Villa Del Totoral,Argentina,7110
Villa Maria Grande,Argentina,7101
La Cocha,Argentina,7066
Malabrigo,Argentina,7026
Intendente Alvear,Argentina,6990
Sierra Grande,Argentina,6978
Veinticinco De Mayo,Argentina,6962
Arias,Argentina,6928
Monte Maiz,Argentina,6920
Monte Cristo,Argentina,6914
San Agustin De Valle Fertil,Argentina,6864
Cruz Alta,Argentina,6862
Icano,Argentina,6857
Mina Clavero,Argentina,6855
Avia Terai,Argentina,6821
General Fernandez Oro,Argentina,6813
Santa Rosa De Rio Primero,Argentina,6788
San Benito,Argentina,6771
La Toma,Argentina,6663
Trancas,Argentina,6658
Alba Posse,Argentina,6652
Rio Turbio,Argentina,6650
Yacimiento Rio Turbio,Argentina,6650
Los Frentones,Argentina,6610
Victorica,Argentina,6565
Ingeniero Luis A. Huergo,Argentina,6483
San Jose,Argentina,6452
Berrotaran,Argentina,6446
Adelia Maria,Argentina,6434
Los Altos,Argentina,6421
Salsipuedes,Argentina,6411
Fray Luis Beltran,Argentina,6401
Trevelin,Argentina,6395
Senillosa,Argentina,6394
Capayan,Argentina,6358
Gobernador Roca,Argentina,6315
Rada Tilly,Argentina,6208
Larroque,Argentina,6200
San Julian,Argentina,6143
Puerto Libertad,Argentina,6143
Mocoreta,Argentina,6088
Suncho Corral,Argentina,6087
Panambi,Argentina,5970
Villa General Belgrano,Argentina,5888
Capiovi,Argentina,5860
Villa Ojo De Agua,Argentina,5832
Concepcion Del Bermejo,Argentina,5830
Paso De La Patria,Argentina,5818
Macia,Argentina,5806
Ingeniero Jacobacci,Argentina,5785
Gaiman,Argentina,5753
Perugorria,Argentina,5685
Comandante Fontana,Argentina,5655
Despenaderos,Argentina,5645
Almaty,Kazakhstan,2000900
Karagandy,Kazakhstan,451800
Shymkent,Kazakhstan,414032
Taraz,Kazakhstan,358153
Astana,Kazakhstan,345604
Pavlodar,Kazakhstan,329002
Ust Kamenogorsk,Kazakhstan,319067
Kyzyl Orda,Kazakhstan,300000
Kyzylorda,Kazakhstan,300000
Semey,Kazakhstan,292780
Aktobe,Kazakhstan,262457
Kostanay,Kazakhstan,210000
Petropavl,Kazakhstan,200920
Oral,Kazakhstan,200000
Atyrau,Kazakhstan,180000
Temirtau,Kazakhstan,170600
Aktau,Kazakhstan,147443
Kokshetau,Kazakhstan,124444
Rudnyy,Kazakhstan,124000
Ekibastuz,Kazakhstan,121470
Taldykorgan,Kazakhstan,116558
Zhezqazghan,Kazakhstan,104357
Zhanaozen,Kazakhstan,103598
Turkestan,Kazakhstan,97360
Balqash,Kazakhstan,81364
Sarkand,Kazakhstan,76919
Baikonur,Kazakhstan,70000
Kentau,Kazakhstan,57408
Ridder,Kazakhstan,52664
Qulsary,Kazakhstan,51216
Shchuchinsk,Kazakhstan,47290
Stepnogorsk,Kazakhstan,46736
Zyryanovsk,Kazakhstan,44929
Aksu,Kazakhstan,44808
Dzhetygara,Kazakhstan,43104
Soran,Kazakhstan,42552
Talghar,Kazakhstan,42194
Kapshagay,Kazakhstan,42167
Arkalyk,Kazakhstan,42000
Shakhtinsk,Kazakhstan,41602
Lisakovsk,Kazakhstan,40000
Chu,Kazakhstan,39785
Karatau,Kazakhstan,37881
Arys,Kazakhstan,36285
Ayteke Bi,Kazakhstan,35883
Abay,Kazakhstan,35454
Aqsay,Kazakhstan,34799
Atbasar,Kazakhstan,34797
Zharkent,Kazakhstan,34422
Zhangatas,Kazakhstan,33492
Ayagoz,Kazakhstan,33479
Aral,Kazakhstan,33017
Esik,Kazakhstan,32995
Shieli,Kazakhstan,29832
Kandyagash,Kazakhstan,28196
Shalqar,Kazakhstan,27399
Shalkar,Kazakhstan,27072
Tekeli,Kazakhstan,26678
Belyye Vody,Kazakhstan,26115
Chardara,Kazakhstan,25356
Saryaghash,Kazakhstan,25139
Khromtau,Kazakhstan,23715
Georgievka,Kazakhstan,22047
Yanykurgan,Kazakhstan,21339
Lenger,Kazakhstan,21238
Burunday,Kazakhstan,20996
Ush Tyube,Kazakhstan,20492
Shemonaikha,Kazakhstan,20087
Zhosaly,Kazakhstan,20065
Balykshi,Kazakhstan,19260
Otegen Batyra,Kazakhstan,18864
Embi,Kazakhstan,18760
Turar Ryskulov,Kazakhstan,18421
Makinsk,Kazakhstan,17711
Zaysan,Kazakhstan,17600
Akkol',Kazakhstan,16773
Tasboget,Kazakhstan,16455
Merke,Kazakhstan,15934
Mikhaylovka,Kazakhstan,15132
Urzhar,Kazakhstan,14826
Leninskoye,Kazakhstan,14737
Beyneu,Kazakhstan,14245
Dzhalagash,Kazakhstan,14226
Yermentau,Kazakhstan,14169
Maqat,Kazakhstan,14082
Saryozek,Kazakhstan,13930
Derzhavinsk,Kazakhstan,13856
Qarazhal,Kazakhstan,13807
Chemolgan,Kazakhstan,13616
Esil,Kazakhstan,13504
Priozersk,Kazakhstan,13457
Shakhan,Kazakhstan,13273
Inderbor,Kazakhstan,13254
Atasu,Kazakhstan,13184
Taiynsha,Kazakhstan,13148
Lugovoye,Kazakhstan,13128
Turgen,Kazakhstan,13000
Atakent,Kazakhstan,12895
Temirlanovka,Kazakhstan,12245
Yeraliyev,Kazakhstan,11836
Shetpe,Kazakhstan,11836
Balpyk Bi,Kazakhstan,11810
Shubarkuduk,Kazakhstan,11733
Zhetibay,Kazakhstan,11731
Asyqata,Kazakhstan,11378
Glubokoye,Kazakhstan,11192
Moyynkum,Kazakhstan,10923
Chulakkurgan,Kazakhstan,10836
Kurchatov,Kazakhstan,10747
Lugovoy,Kazakhstan,10422
Qashar,Kazakhstan,10285
Kantagi,Kazakhstan,10186
Kegen,Kazakhstan,9993
Aktau,Kazakhstan,9977
Belousovka,Kazakhstan,9948
Aktas,Kazakhstan,9888
Bulayevo,Kazakhstan,9886
Komsomolets,Kazakhstan,9838
Georgiyevka,Kazakhstan,9821
Oytal,Kazakhstan,9821
Myrzakent,Kazakhstan,9752
Aqadyr,Kazakhstan,9710
Terenozek,Kazakhstan,9661
Borovskoy,Kazakhstan,9659
Tyuratam,Kazakhstan,9548
Chayan,Kazakhstan,9536
Dossor,Kazakhstan,9526
Aktau,Kazakhstan,9500
Sekseuil,Kazakhstan,9296
Irtyshsk,Kazakhstan,9216
Shar,Kazakhstan,9087
Qashyr,Kazakhstan,8931
Qaraton,Kazakhstan,8905
Makhambet,Kazakhstan,8905
Zhezkent,Kazakhstan,8896
Sergeyevka,Kazakhstan,8845
Kurchum,Kazakhstan,8800
Shubarshi,Kazakhstan,8651
Leninskiy,Kazakhstan,8646
Aksu,Kazakhstan,8543
Maloye Ganyushkino,Kazakhstan,8387
Fyodorovka,Kazakhstan,8317
Zhanibek,Kazakhstan,8212
Qarqaraly,Kazakhstan,8195
Qusmuryn,Kazakhstan,8049
Pervomayka,Kazakhstan,7874
Martuk,Kazakhstan,7756
Mayqayyng,Kazakhstan,7695
Qazaly,Kazakhstan,7686
Bayganin,Kazakhstan,7657
Osakarovka,Kazakhstan,7305
Bestobe,Kazakhstan,7189
Tobol,Kazakhstan,7155
Kievka,Kazakhstan,7037
Shortandy,Kazakhstan,6980
Tasqala,Kazakhstan,6980
Bakanas,Kazakhstan,6965
Zholymbet,Kazakhstan,6876
Zhumysker,Kazakhstan,6834
Sastobe,Kazakhstan,6827
Kzyltu,Kazakhstan,6779
Aksuat,Kazakhstan,6696
Tughyl,Kazakhstan,6696
Burabay,Kazakhstan,6500
Astrakhan,Kazakhstan,6459
Dzhambeyty,Kazakhstan,6262
Chingirlau,Kazakhstan,6218
Miyaly,Kazakhstan,6213
Balkashino,Kazakhstan,6147
Ust' Talovka,Kazakhstan,6122
Novoishimskiy,Kazakhstan,6062
Zavodskoy,Kazakhstan,6043
