City,Country,Population,Min. Latitude,Max. Latitude,Min. Longitude,Max. Longitude
San Agustin De Valle Fertil,Argentina,6864,-27.719265,-26.255992,-55.996313,-55.299365
Cruz Alta,Argentina,6862,-26.255991,-24.792717,-69.935288,-69.23834
Icano,Argentina,6857,-24.792716,-23.329442,-69.238339,-68.541391
Mina Clavero,Argentina,6855,-23.329441,-21.866167,-68.54139,-67.844442
Avia Terai,Argentina,6821,-51.131661,-49.668387,-67.844441,-67.147494
General Fernandez Oro,Argentina,6813,-49.668386,-48.205112,-67.147493,-66.450545
Santa Rosa De Rio Primero,Argentina,6788,-48.205111,-46.741837,-66.450544,-65.753596
San Benito,Argentina,6771,-46.741836,-45.278563,-65.753595,-65.056648
La Toma,Argentina,6663,-45.278562,-43.815288,-65.056647,-64.359699
Trancas,Argentina,6658,-43.815287,-42.352013,-64.359698,-63.66275
Alba Posse,Argentina,6652,-42.352012,-40.888739,-63.662749,-62.965801
Rio Turbio,Argentina,6650,-40.888738,-39.425464,-62.9658,-62.268853
Yacimiento Rio Turbio,Argentina,6650,-39.425463,-37.962189,-62.268852,-61.571904
Los Frentones,Argentina,6610,-37.962188,-36.498915,-61.571903,-60.874955
Victorica,Argentina,6565,-36.498914,-35.03564,-60.874954,-60.178006
Ingeniero Luis A. Huergo,Argentina,6483,-35.035639,-33.572365,-60.178005,-59.481058
San Jose,Argentina,6452,-33.572364,-32.10909,-59.481057,-58.784109
Berrotaran,Argentina,6446,-32.109089,-30.645816,-58.784108,-58.08716
Adelia Maria,Argentina,6434,-30.645815,-29.182541,-58.087159,-57.390212
Los Altos,Argentina,6421,-29.18254,-27.719266,-57.390211,-56.693263
Salsipuedes,Argentina,6411,-27.719265,-26.255992,-56.693262,-55.996314
Fray Luis Beltran,Argentina,6401,-26.255991,-24.792717,-55.996313,-55.299365
Trevelin,Argentina,6395,-24.792716,-23.329442,-69.935288,-69.23834
Senillosa,Argentina,6394,-23.329441,-21.866167,-69.238339,-68.541391
Capayan,Argentina,6358,-51.131661,-49.668387,-68.54139,-67.844442
Gobernador Roca,Argentina,6315,-49.668386,-48.205112,-67.844441,-67.147494
Rada Tilly,Argentina,6208,-48.205111,-46.741837,-67.147493,-66.450545
Larroque,Argentina,6200,-46.741836,-45.278563,-66.450544,-65.753596
San Julian,Argentina,6143,-45.278562,-43.815288,-65.753595,-65.056648
Puerto Libertad,Argentina,6143,-43.815287,-42.352013,-65.056647,-64.359699
Mocoreta,Argentina,6088,-42.352012,-40.888739,-64.359698,-63.66275
Suncho Corral,Argentina,6087,-40.888738,-39.425464,-63.662749,-62.965801
Panambi,Argentina,5970,-39.425463,-37.962189,-62.9658,-62.268853
Villa General Belgrano,Argentina,5888,-37.962188,-36.498915,-62.268852,-61.571904
Capiovi,Argentina,5860,-36.498914,-35.03564,-61.571903,-60.874955
Villa Ojo De Agua,Argentina,5832,-35.035639,-33.572365,-60.874954,-60.178006
Concepcion Del Bermejo,Argentina,5830,-33.572364,-32.10909,-60.178005,-59.481058
Paso De La Patria,Argentina,5818,-32.109089,-30.645816,-59.481057,-58.784109
Macia,Argentina,5806,-30.645815,-29.182541,-58.784108,-58.08716
Ingeniero Jacobacci,Argentina,5785,-29.18254,-27.719266,-58.087159,-57.390212
Gaiman,Argentina,5753,-27.719265,-26.255992,-57.390211,-56.693263
Perugorria,Argentina,5685,-26.255991,-24.792717,-56.693262,-55.996314
Comandante Fontana,Argentina,5655,-24.792716,-23.329442,-55.996313,-55.299365
Despenaderos,Argentina,5645,-23.329441,-21.866167,-69.935288,-69.23834
Almaty,Kazakhstan,2000900,41.341187,42.438658,47.002501,49.656113
Karagandy,Kazakhstan,451800,42.438659,43.536131,49.656114,52.309727
Shymkent,Kazakhstan,414032,43.536132,44.633604,52.309728,54.963341
Taraz,Kazakhstan,358153,44.633605,45.731077,54.963342,57.616955
Astana,Kazakhstan,345604,45.731078,46.828549,57.616956,60.270569
Pavlodar,Kazakhstan,329002,46.82855,47.926022,60.27057,62.924182
Ust Kamenogorsk,Kazakhstan,319067,47.926023,49.023495,62.924183,65.577796
Kyzyl Orda,Kazakhstan,300000,49.023496,50.120968,65.577797,68.23141
Kyzylorda,Kazakhstan,300000,50.120969,51.21844,68.231411,70.885024
Semey,Kazakhstan,292780,51.218441,52.315913,70.885025,73.538638
Aktobe,Kazakhstan,262457,52.315914,53.413386,73.538639,76.192251
Kostanay,Kazakhstan,210000,53.413387,54.510859,76.192252,78.845865
Petropavl,Kazakhstan,200920,54.51086,55.608333,78.845866,81.499479
Oral,Kazakhstan,200000,41.341187,42.438658,81.49948,84.153093
Atyrau,Kazakhstan,180000,42.438659,43.536131,84.153094,86.806708
Temirtau,Kazakhstan,170600,43.536132,44.633604,47.002501,49.656113
Aktau,Kazakhstan,147443,44.633605,45.731077,49.656114,52.309727
Kokshetau,Kazakhstan,124444,45.731078,46.828549,52.309728,54.963341
Rudnyy,Kazakhstan,124000,46.82855,47.926022,54.963342,57.616955
Ekibastuz,Kazakhstan,121470,47.926023,49.023495,57.616956,60.270569
Taldykorgan,Kazakhstan,116558,49.023496,50.120968,60.27057,62.924182
Zhezqazghan,Kazakhstan,104357,50.120969,51.21844,62.924183,65.577796
Zhanaozen,Kazakhstan,103598,51.218441,52.315913,65.577797,68.23141
Turkestan,Kazakhstan,97360,52.315914,53.413386,68.231411,70.885024
Balqash,Kazakhstan,81364,53.413387,54.510859,70.885025,73.538638
Sarkand,Kazakhstan,76919,54.51086,55.608333,73.538639,76.192251
Baikonur,Kazakhstan,70000,41.341187,42.438658,76.192252,78.845865
Kentau,Kazakhstan,57408,42.438659,43.536131,78.845866,81.499479
Ridder,Kazakhstan,52664,43.536132,44.633604,81.49948,84.153093
Qulsary,Kazakhstan,51216,44.633605,45.731077,84.153094,86.806708
Shchuchinsk,Kazakhstan,47290,45.731078,46.828549,47.002501,49.656113
Stepnogorsk,Kazakhstan,46736,46.82855,47.926022,49.656114,52.309727
Zyryanovsk,Kazakhstan,44929,47.926023,49.023495,52.309728,54.963341
Aksu,Kazakhstan,44808,49.023496,50.120968,54.963342,57.616955
Dzhetygara,Kazakhstan,43104,50.120969,51.21844,57.616956,60.270569
Soran,Kazakhstan,42552,51.218441,52.315913,60.27057,62.924182
Talghar,Kazakhstan,42194,52.315914,53.413386,62.924183,65.577796
Kapshagay,Kazakhstan,42167,53.413387,54.510859,65.577797,68.23141
Arkalyk,Kazakhstan,42000,54.51086,55.608333,68.231411,70.885024
Shakhtinsk,Kazakhstan,41602,41.341187,42.438658,70.885025,73.538638
Lisakovsk,Kazakhstan,40000,42.438659,43.536131,73.538639,76.192251
Chu,Kazakhstan,39785,43.536132,44.633604,76.192252,78.845865
Karatau,Kazakhstan,37881,44.633605,45.731077,78.845866,81.499479
Arys,Kazakhstan,36285,45.731078,46.828549,81.49948,84.153093
Ayteke Bi,Kazakhstan,35883,46.82855,47.926022,84.153094,86.806708
Abay,Kazakhstan,35454,47.926023,49.023495,47.002501,49.656113
Aqsay,Kazakhstan,34799,49.023496,50.120968,49.656114,52.309727
Atbasar,Kazakhstan,34797,50.120969,51.21844,52.309728,54.963341
Zharkent,Kazakhstan,34422,51.218441,52.315913,54.963342,57.616955
Zhangatas,Kazakhstan,33492,52.315914,53.413386,57.616956,60.270569
Ayagoz,Kazakhstan,33479,53.413387,54.510859,60.27057,62.924182
Aral,Kazakhstan,33017,54.51086,55.608333,62.924183,65.577796
Esik,Kazakhstan,32995,41.341187,42.438658,65.577797,68.23141
Shieli,Kazakhstan,29832,42.438659,43.536131,68.231411,70.885024
Kandyagash,Kazakhstan,28196,43.536132,44.633604,70.885025,73.538638
Shalqar,Kazakhstan,27399,44.633605,45.731077,73.538639,76.192251
Shalkar,Kazakhstan,27072,45.731078,46.828549,76.192252,78.845865
Tekeli,Kazakhstan,26678,46.82855,47.926022,78.845866,81.499479
Belyye Vody,Kazakhstan,26115,47.926023,49.023495,81.49948,84.153093
Chardara,Kazakhstan,25356,49.023496,50.120968,84.153094,86.806708
Saryaghash,Kazakhstan,25139,50.120969,51.21844,47.002501,49.656113
Khromtau,Kazakhstan,23715,51.218441,52.315913,49.656114,52.309727
Georgievka,Kazakhstan,22047,52.315914,53.413386,52.309728,54.963341
Yanykurgan,Kazakhstan,21339,53.413387,54.510859,54.963342,57.616955
Lenger,Kazakhstan,21238,54.51086,55.608333,57.616956,60.270569
Burunday,Kazakhstan,20996,41.341187,42.438658,60.27057,62.924182
Ush Tyube,Kazakhstan,20492,42.438659,43.536131,62.924183,65.577796
Shemonaikha,Kazakhstan,20087,43.536132,44.633604,65.577797,68.23141
Zhosaly,Kazakhstan,20065,44.633605,45.731077,68.231411,70.885024
Balykshi,Kazakhstan,19260,45.731078,46.828549,70.885025,73.538638
Otegen Batyra,Kazakhstan,18864,46.82855,47.926022,73.538639,76.192251
Embi,Kazakhstan,18760,47.926023,49.023495,76.192252,78.845865
Turar Ryskulov,Kazakhstan,18421,49.023496,50.120968,78.845866,81.499479
Makinsk,Kazakhstan,17711,50.120969,51.21844,81.49948,84.153093
Zaysan,Kazakhstan,17600,51.218441,52.315913,84.153094,86.806708
Akkol',Kazakhstan,16773,52.315914,53.413386,47.002501,49.656113
Tasboget,Kazakhstan,16455,53.413387,54.510859,49.656114,52.309727
Merke,Kazakhstan,15934,54.51086,55.608333,52.309728,54.963341
Mikhaylovka,Kazakhstan,15132,41.341187,42.438658,54.963342,57.616955
Urzhar,Kazakhstan,14826,42.438659,43.536131,57.616956,60.270569
Leninskoye,Kazakhstan,14737,43.536132,44.633604,60.27057,62.924182
Beyneu,Kazakhstan,14245,44.633605,45.731077,62.924183,65.577796
Dzhalagash,Kazakhstan,14226,45.731078,46.828549,65.577797,68.23141
Yermentau,Kazakhstan,14169,46.82855,47.926022,68.231411,70.885024
Maqat,Kazakhstan,14082,47.926023,49.023495,70.885025,73.538638
Saryozek,Kazakhstan,13930,49.023496,50.120968,73.538639,76.192251
Derzhavinsk,Kazakhstan,13856,50.120969,51.21844,76.192252,78.845865
Qarazhal,Kazakhstan,13807,51.218441,52.315913,78.845866,81.499479
Chemolgan,Kazakhstan,13616,52.315914,53.413386,81.49948,84.153093
Esil,Kazakhstan,13504,53.413387,54.510859,84.153094,86.806708
Priozersk,Kazakhstan,13457,54.51086,55.608333,47.002501,49.656113
Shakhan,Kazakhstan,13273,41.341187,42.438658,49.656114,52.309727
Inderbor,Kazakhstan,13254,42.438659,43.536131,52.309728,54.963341
Atasu,Kazakhstan,13184,43.536132,44.633604,54.963342,57.616955
Taiynsha,Kazakhstan,13148,44.633605,45.731077,57.616956,60.270569
Lugovoye,Kazakhstan,13128,45.731078,46.828549,60.27057,62.924182
Turgen,Kazakhstan,13000,46.82855,47.926022,62.924183,65.577796
Atakent,Kazakhstan,12895,47.926023,49.023495,65.577797,68.23141
Temirlanovka,Kazakhstan,12245,49.023496,50.120968,68.231411,70.885024
Yeraliyev,Kazakhstan,11836,50.120969,51.21844,70.885025,73.538638
Shetpe,Kazakhstan,11836,51.218441,52.315913,73.538639,76.192251
Balpyk Bi,Kazakhstan,11810,52.315914,53.413386,76.192252,78.845865
Shubarkuduk,Kazakhstan,11733,53.413387,54.510859,78.845866,81.499479
Zhetibay,Kazakhstan,11731,54.51086,55.608333,81.49948,84.153093
Asyqata,Kazakhstan,11378,41.341187,42.438658,84.153094,86.806708
Glubokoye,Kazakhstan,11192,42.438659,43.536131,47.002501,49.656113
Moyynkum,Kazakhstan,10923,43.536132,44.633604,49.656114,52.309727
Chulakkurgan,Kazakhstan,10836,44.633605,45.731077,52.309728,54.963341
Kurchatov,Kazakhstan,10747,45.731078,46.828549,54.963342,57.616955
Lugovoy,Kazakhstan,10422,46.82855,47.926022,57.616956,60.270569
Qashar,Kazakhstan,10285,47.926023,49.023495,60.27057,62.924182
Kantagi,Kazakhstan,10186,49.023496,50.120968,62.924183,65.577796
Kegen,Kazakhstan,9993,50.120969,51.21844,65.577797,68.23141
Aktau,Kazakhstan,9977,51.218441,52.315913,68.231411,70.885024
Belousovka,Kazakhstan,9948,52.315914,53.413386,70.885025,73.538638
Aktas,Kazakhstan,9888,53.413387,54.510859,73.538639,76.192251
Bulayevo,Kazakhstan,9886,54.51086,55.608333,76.192252,78.845865
Komsomolets,Kazakhstan,9838,41.341187,42.438658,78.845866,81.499479
Georgiyevka,Kazakhstan,9821,42.438659,43.536131,81.49948,84.153093
Oytal,Kazakhstan,9821,43.536132,44.633604,84.153094,86.806708
Myrzakent,Kazakhstan,9752,44.633605,45.731077,47.002501,49.656113
Aqadyr,Kazakhstan,9710,45.731078,46.828549,49.656114,52.309727
Terenozek,Kazakhstan,9661,46.82855,47.926022,52.309728,54.963341
Borovskoy,Kazakhstan,9659,47.926023,49.023495,54.963342,57.616955
Tyuratam,Kazakhstan,9548,49.023496,50.120968,57.616956,60.270569
Chayan,Kazakhstan,9536,50.120969,51.21844,60.27057,62.924182
Dossor,Kazakhstan,9526,51.218441,52.315913,62.924183,65.577796
Aktau,Kazakhstan,9500,52.315914,53.413386,65.577797,68.23141
Sekseuil,Kazakhstan,9296,53.413387,54.510859,68.231411,70.885024
Irtyshsk,Kazakhstan,9216,54.51086,55.608333,70.885025,73.538638
Shar,Kazakhstan,9087,41.341187,42.438658,73.538639,76.192251
Qashyr,Kazakhstan,8931,42.438659,43.536131,76.192252,78.845865
Qaraton,Kazakhstan,8905,43.536132,44.633604,78.845866,81.499479
Makhambet,Kazakhstan,8905,44.633605,45.731077,81.49948,84.153093
Zhezkent,Kazakhstan,8896,45.731078,46.828549,84.153094,86.806708
Sergeyevka,Kazakhstan,8845,46.82855,47.926022,47.002501,49.656113
Kurchum,Kazakhstan,8800,47.926023,49.023495,49.656114,52.309727
Shubarshi,Kazakhstan,8651,49.023496,50.120968,52.309728,54.963341
Leninskiy,Kazakhstan,8646,50.120969,51.21844,54.963342,57.616955
Aksu,Kazakhstan,8543,51.218441,52.315913,57.616956,60.270569
Maloye Ganyushkino,Kazakhstan,8387,52.315914,53.413386,60.27057,62.924182
Fyodorovka,Kazakhstan,8317,53.413387,54.510859,62.924183,65.577796
Zhanibek,Kazakhstan,8212,54.51086,55.608333,65.577797,68.23141
Qarqaraly,Kazakhstan,8195,41.341187,42.438658,68.231411,70.885024
Qusmuryn,Kazakhstan,8049,42.438659,43.536131,70.885025,73.538638
Pervomayka,Kazakhstan,7874,43.536132,44.633604,73.538639,76.192251
Martuk,Kazakhstan,7756,44.633605,45.731077,76.192252,78.845865
Mayqayyng,Kazakhstan,7695,45.731078,46.828549,78.845866,81.499479
Qazaly,Kazakhstan,7686,46.82855,47.926022,81.49948,84.153093
Bayganin,Kazakhstan,7657,47.926023,49.023495,84.153094,86.806708
Osakarovka,Kazakhstan,7305,49.023496,50.120968,47.002501,49.656113
Bestobe,Kazakhstan,7189,50.120969,51.21844,49.656114,52.309727
Tobol,Kazakhstan,7155,51.218441,52.315913,52.309728,54.963341
Kievka,Kazakhstan,7037,52.315914,53.413386,54.963342,57.616955
Shortandy,Kazakhstan,6980,53.413387,54.510859,57.616956,60.270569
Tasqala,Kazakhstan,6980,54.51086,55.608333,60.27057,62.924182
Bakanas,Kazakhstan,6965,41.341187,42.438658,62.924183,65.577796
Zholymbet,Kazakhstan,6876,42.438659,43.536131,65.577797,68.23141
Zhumysker,Kazakhstan,6834,43.536132,44.633604,68.231411,70.885024
Sastobe,Kazakhstan,6827,44.633605,45.731077,70.885025,73.538638
Kzyltu,Kazakhstan,6779,45.731078,46.828549,73.538639,76.192251
Aksuat,Kazakhstan,6696,46.82855,47.926022,76.192252,78.845865
Tughyl,Kazakhstan,6696,47.926023,49.023495,78.845866,81.499479
Burabay,Kazakhstan,6500,49.023496,50.120968,81.49948,84.153093
Astrakhan,Kazakhstan,6459,50.120969,51.21844,84.153094,86.806708
Dzhambeyty,Kazakhstan,6262,51.218441,52.315913,47.002501,49.656113
Chingirlau,Kazakhstan,6218,52.315914,53.413386,49.656114,52.309727
Miyaly,Kazakhstan,6213,53.413387,54.510859,52.309728,54.963341
Balkashino,Kazakhstan,6147,54.51086,55.608333,54.963342,57.616955
Ust' Talovka,Kazakhstan,6122,41.341187,42.438658,57.616956,60.270569
Novoishimskiy,Kazakhstan,6062,42.438659,43.536131,60.27057,62.924182
Zavodskoy,Kazakhstan,6043,43.536132,44.633604,62.924183,65.577796
Zhanga Buqtyrma,Kazakhstan,6026,44.633605,45.731077,65.577797,68.23141
Chapaev,Kazakhstan,6000,45.731078,46.828549,68.231411,70.885024
Dzhangala,Kazakhstan,5954,46.82855,47.926022,70.885025,73.538638
Borodulikha,Kazakhstan,5931,47.926023,49.023495,73.538639,76.192251
Smirnovo,Kazakhstan,5742,49.023496,50.120968,76.192252,78.845865
Bayanaul,Kazakhstan,5700,50.120969,51.21844,78.845866,81.499479
Batamshinskiy,Kazakhstan,5668,51.218441,52.315913,81.49948,84.153093
Asubulaq,Kazakhstan,5644,52.315914,53.413386,84.153094,86.806708
Ashchysay,Kazakhstan,5635,53.413387,54.510859,47.002501,49.656113
Shantobe,Kazakhstan,5626,54.51086,55.608333,49.656114,52.309727
Bishkul,Kazakhstan,5423,41.341187,42.438658,52.309728,54.963341
Kalkaman,Kazakhstan,5415,42.438659,43.536131,54.963342,57.616955
Lepsy,Kazakhstan,5350,43.536132,44.633604,57.616956,60.270569
Fedorovka,Kazakhstan,5338,44.633605,45.731077,60.27057,62.924182
Torghay,Kazakhstan,5277,45.731078,46.828549,62.924183,65.577796
Qarauyl,Kazakhstan,5261,46.82855,47.926022,65.577797,68.23141
Zhelezinka,Kazakhstan,5225,47.926023,49.023495,68.231411,70.885024
Fort Shevchenko,Kazakhstan,5213,49.023496,50.120968,70.885025,73.538638
Novodolinskiy,Kazakhstan,5167,50.120969,51.21844,73.538639,76.192251
Kokpekty,Kazakhstan,5165,51.218441,52.315913,76.192252,78.845865
Zhaqsy,Kazakhstan,5001,52.315914,53.413386,78.845866,81.499479
Algiers,Algeria,1977663,19.18594,20.360786,-8.588718,-7.39961
Boumerdas,Algeria,786499,20.360787,21.535634,-7.399609,-6.210502
Oran,Algeria,645984,21.535635,22.710482,-6.210501,-5.021393
Tebessa,Algeria,634332,22.710483,23.88533,-5.021392,-3.832285
Constantine,Algeria,450097,23.885331,25.060178,-3.832284,-2.643176
Biskra,Algeria,307987,25.060179,26.235026,-2.643175,-1.454068
Setif,Algeria,288461,26.235027,27.409874,-1.454067,-0.264959
Batna,Algeria,280798,27.409875,28.584722,-0.264958,0.924148
Bab Ezzouar,Algeria,275630,28.584723,29.75957,0.924149,2.113257
Annaba,Algeria,206570,29.759571,30.934418,2.113258,3.302365
Sidi Bel Abbes,Algeria,191769,30.934419,32.109266,3.302366,4.491474
Blida,Algeria,182447,32.109267,33.284114,4.491475,5.680582
Tiaret,Algeria,178915,33.284115,34.458962,5.680583,6.869691
Chlef,Algeria,178616,34.458963,35.63381,6.869692,8.058799
Bordj Bou Arreridj,Algeria,168346,35.633811,36.808659,8.0588,9.247908
Ech Chettia,Algeria,167955,19.18594,20.360786,9.247909,10.437016
Bejaia,Algeria,164103,20.360787,21.535634,10.437017,11.626126
Skikda,Algeria,162702,21.535635,22.710482,-8.588718,-7.39961
El Achir,Algeria,158333,22.710483,23.88533,-7.399609,-6.210502
Souk Ahras,Algeria,156745,23.885331,25.060178,-6.210501,-5.021393
Djelfa,Algeria,154265,25.060179,26.235026,-5.021392,-3.832285
Mascara,Algeria,150000,26.235027,27.409874,-3.832284,-2.643176
Jijel,Algeria,148000,27.409875,28.584722,-2.643175,-1.454068
Medea,Algeria,147707,28.584723,29.75957,-1.454067,-0.264959
Tizi Ouzou,Algeria,144000,29.759571,30.934418,-0.264958,0.924148
Bechar,Algeria,143382,30.934419,32.109266,0.924149,2.113257
El Oued,Algeria,134699,32.109267,33.284114,2.113258,3.302365
Tlemcen,Algeria,132341,33.284115,34.458962,3.302366,4.491474
Relizane,Algeria,130094,34.458963,35.63381,4.491475,5.680582
Mostaganem,Algeria,130000,35.633811,36.808659,5.680583,6.869691
Ouargla,Algeria,129402,19.18594,20.360786,6.869692,8.058799
El Eulma,Algeria,128351,20.360787,21.535634,8.0588,9.247908
Saida,Algeria,127497,21.535635,22.710482,9.247909,10.437016
Guelma,Algeria,123590,22.710483,23.88533,10.437017,11.626126
Bordj El Kiffan,Algeria,123246,23.885331,25.060178,-8.588718,-7.39961
Ain Oussera,Algeria,118687,25.060179,26.235026,-7.399609,-6.210502
Khenchela,Algeria,117000,26.235027,27.409874,-6.210501,-5.021393
Laghouat,Algeria,113872,27.409875,28.584722,-5.021392,-3.832285
Ain Beida,Algeria,105765,28.584723,29.75957,-3.832284,-2.643176
Baraki,Algeria,105402,29.759571,30.934418,-2.643175,-1.454068
Oum El Bouaghi,Algeria,100821,30.934419,32.109266,-1.454067,-0.264959
M'sila,Algeria,100000,32.109267,33.284114,-0.264958,0.924148
Messaad,Algeria,99485,33.284115,34.458962,0.924149,2.113257
Barika,Algeria,98846,34.458963,35.63381,2.113258,3.302365
Ghardaia,Algeria,93423,35.633811,36.808659,3.302366,4.491474
Beni Mered,Algeria,92749,19.18594,20.360786,4.491475,5.680582
Aflou,Algeria,84683,20.360787,21.535634,5.680583,6.869691
El Khroub,Algeria,83746,21.535635,22.710482,6.869692,8.058799
Rouissat,Algeria,80784,22.710483,23.88533,8.0588,9.247908
Berrouaghia,Algeria,80573,23.885331,25.060178,9.247909,10.437016
Ksar El Boukhari,Algeria,77166,25.060179,26.235026,10.437017,11.626126
Khemis Miliana,Algeria,75865,26.235027,27.409874,-8.588718,-7.39961
Azzaba,Algeria,75317,27.409875,28.584722,-7.399609,-6.210502
Tamanrasset,Algeria,73128,28.584723,29.75957,-6.210501,-5.021393
Ain Touta,Algeria,72280,29.759571,30.934418,-5.021392,-3.832285
Cheria,Algeria,72095,30.934419,32.109266,-3.832284,-2.643176
Birkhadem,Algeria,71722,32.109267,33.284114,-2.643175,-1.454068
Chelghoum El Aid,Algeria,71660,33.284115,34.458962,-1.454067,-0.264959
Sidi Aissa,Algeria,69740,34.458963,35.63381,-0.264958,0.924148
Larbaa,Algeria,69298,35.633811,36.808659,0.924149,2.113257
Mila,Algeria,68831,19.18594,20.360786,2.113258,3.302365
Bir El Ater,Algeria,68703,20.360787,21.535634,3.302366,4.491474
Sougueur,Algeria,68654,21.535635,22.710482,4.491475,5.680582
Ain Fakroun,Algeria,68433,22.710483,23.88533,5.680583,6.869691
Tolga,Algeria,68246,23.885331,25.060178,6.869692,8.058799
Es Senia,Algeria,68084,25.060179,26.235026,8.0588,9.247908
Bir El Djir,Algeria,68032,26.235027,27.409874,9.247909,10.437016
Akbou,Algeria,66654,27.409875,28.584722,10.437017,11.626126
Besbes,Algeria,66287,28.584723,29.75957,-8.588718,-7.39961
El Bayadh,Algeria,64632,29.759571,30.934418,-7.399609,-6.210502
Sidi Khaled,Algeria,64476,30.934419,32.109266,-6.210501,-5.021393
Ain Sefra,Algeria,63420,32.109267,33.284114,-5.021392,-3.832285
Frenda,Algeria,63319,33.284115,34.458962,-3.832284,-2.643176
Bougara,Algeria,63155,34.458963,35.63381,-2.643175,-1.454068
Hamma Bouziane,Algeria,63012,35.633811,36.808659,-1.454067,-0.264959
Reguiba,Algeria,62185,19.18594,20.360786,-0.264958,0.924148
Tissemsilt,Algeria,61155,20.360787,21.535634,0.924149,2.113257
Meftah,Algeria,59990,21.535635,22.710482,2.113258,3.302365
Oued Rhiou,Algeria,59864,22.710483,23.88533,3.302366,4.491474
Boufarik,Algeria,59742,23.885331,25.060178,4.491475,5.680582
Sig,Algeria,58877,25.060179,26.235026,5.680583,6.869691
Ksar Chellala,Algeria,58478,26.235027,27.409874,6.869692,8.058799
Sidi Moussa,Algeria,57928,27.409875,28.584722,8.0588,9.247908
Ain Temouchent,Algeria,57354,28.584723,29.75957,9.247909,10.437016
Ras El Oued,Algeria,56726,29.759571,30.934418,10.437017,11.626126
Lakhdaria,Algeria,56719,30.934419,32.109266,-8.588718,-7.39961
Drean,Algeria,55147,32.109267,33.284114,-7.399609,-6.210502
Reghaia,Algeria,54962,33.284115,34.458962,-6.210501,-5.021393
Boghni,Algeria,54666,34.458963,35.63381,-5.021392,-3.832285
Dar Chioukh,Algeria,54022,35.633811,36.808659,-3.832284,-2.643176
Sedrata,Algeria,53318,19.18594,20.360786,-2.643175,-1.454068
Hassi Messaoud,Algeria,53000,20.360787,21.535634,-1.454067,-0.264959
Djamaa,Algeria,52882,21.535635,22.710482,-0.264958,0.924148
Bouira,Algeria,52500,22.710483,23.88533,0.924149,2.113257
Mansoura,Algeria,52285,23.885331,25.060178,2.113258,3.302365
Ain Defla,Algeria,52276,25.060179,26.235026,3.302366,4.491474
Telerghma,Algeria,51708,26.235027,27.409874,4.491475,5.680582
Remchi,Algeria,51224,27.409875,28.584722,5.680583,6.869691
Birine,Algeria,51209,28.584723,29.75957,6.869692,8.058799
Sour El Ghozlane,Algeria,50204,29.759571,30.934418,8.0588,9.247908
Metlili Chaamba,Algeria,50117,30.934419,32.109266,9.247909,10.437016
Khemis El Khechna,Algeria,49757,32.109267,33.284114,10.437017,11.626126
Timimoun,Algeria,49237,33.284115,34.458962,-8.588718,-7.39961
I N Salah,Algeria,49223,34.458963,35.63381,-7.399609,-6.210502
Touggourt,Algeria,49044,35.633811,36.808659,-6.210501,-5.021393
Merouana,Algeria,47646,19.18594,20.360786,-5.021392,-3.832285
Kerkera,Algeria,46747,20.360787,21.535634,-3.832284,-2.643176
El Hadjar,Algeria,46656,21.535635,22.710482,-2.643175,-1.454068
Beni Saf,Algeria,46382,22.710483,23.88533,-1.454067,-0.264959
Tindouf,Algeria,45966,23.885331,25.060178,-0.264958,0.924148
'Ain El Turk,Algeria,45323,25.060179,26.235026,0.924149,2.113257
Boudouaou,Algeria,45153,26.235027,27.409874,2.113258,3.302365
Berriane,Algeria,44580,27.409875,28.584722,3.302366,4.491474
Oued Fodda,Algeria,44523,28.584723,29.75957,4.491475,5.680582
Bou Arfa,Algeria,44143,29.759571,30.934418,5.680583,6.869691
Adrar,Algeria,43903,30.934419,32.109266,6.869692,8.058799
El Attaf,Algeria,43837,32.109267,33.284114,8.0588,9.247908
El Affroun,Algeria,42627,33.284115,34.458962,9.247909,10.437016
`Ain El Hadjel,Algeria,42527,34.458963,35.63381,10.437017,11.626126
Hennaya,Algeria,41959,35.633811,36.808659,-8.588718,-7.39961
Tazoult Lambese,Algeria,41636,19.18594,20.360786,-7.399609,-6.210502
Draa El Mizan,Algeria,41263,20.360787,21.535634,-6.210501,-5.021393
Timizart,Algeria,41158,21.535635,22.710482,-5.021392,-3.832285
Sebdou,Algeria,41146,22.710483,23.88533,-3.832284,-2.643176
Tebesbest,Algeria,41091,23.885331,25.060178,-2.643175,-1.454068
Souma,Algeria,40745,25.060179,26.235026,-1.454067,-0.264959
Azazga,Algeria,40623,26.235027,27.409874,-0.264958,0.924148
Rouached,Algeria,40263,27.409875,28.584722,0.924149,2.113257
Heliopolis,Algeria,40139,28.584723,29.75957,2.113258,3.302365
Chetouane,Algeria,39913,29.759571,30.934418,3.302366,4.491474
'Ain El Melh,Algeria,39798,30.934419,32.109266,4.491475,5.680582
El Hadjira,Algeria,39744,32.109267,33.284114,5.680583,6.869691
El Abiodh Sidi Cheikh,Algeria,39283,33.284115,34.458962,6.869692,8.058799
Mehdia Daira De Meghila,Algeria,39271,34.458963,35.63381,8.0588,9.247908
El Idrissia,Algeria,38714,35.633811,36.808659,9.247909,10.437016
Bougaa,Algeria,38597,19.18594,20.360786,10.437017,11.626126
Draa Ben Khedda,Algeria,37443,20.360787,21.535634,-8.588718,-7.39961
Dar El Beida,Algeria,37311,21.535635,22.710482,-7.399609,-6.210502
