ID,Category,Wind Speed (mph),Rain Fall (in.),Flood Depth (in.),Diameter (mi.),Warning Time,Start Time (made landfall),End Time (< category 1),Path,Path Length (mi.),Deaths,Permanent Injuries,Less Severe Injuries,Buildings Destroyed
H-2000428,3,129,10,16,146,"Jul. 14, 1888 - 08:59:38","Jul. 25, 1888 - 00:14:58","Jul. 25, 1888 - 19:14:58","-10.779837, 27.098414 -> -3.475503, 15.26621 -> 4.512865, 15.404708 -> -8.106816, 16.438194 -> 4.080899, 26.847186 -> 2.986514, 23.375401 -> -11.810867, 18.040466 -> -10.848758, 17.745004 -> -8.933332, 15.390946 -> -12.799517, 23.11427 -> -0.942728, 21.149265 -> -11.443219, 24.020665 -> -10.005356, 21.280705 -> 4.605244, 20.259336 -> -1.691239, 27.95537 -> 1.586861, 22.690265 -> -12.697795, 15.552522 -> -1.386712, 13.276001 -> -9.530022, 14.256159 -> -7.719332, 28.271581 -> -6.083278, 18.417557 -> 1.431105, 23.773622 -> -13.024533, 28.421633 -> -3.950379, 19.192121 -> -6.584135, 15.708844 -> -0.152316, 22.949207 -> -2.108476, 18.072984 -> -1.312892, 17.122668 -> 0.414508, 28.178354 -> -12.939565, 20.59324 -> -8.074008, 26.144172 -> -5.709945, 13.823466 -> -2.557632, 13.736401 -> -5.326004, 21.079555",143.0,47584,173237,708400,196756
H-2000429,5,177,29,120,1059,"Jul. 25, 1992 - 08:24:32","Aug. 2, 1992 - 23:12:20","Aug. 3, 1992 - 21:12:20","68.627941, -123.705774 -> 63.134031, -62.701767 -> 59.681242, -67.577336 -> 58.21067, -73.748982 -> 67.687263, -112.975954 -> 50.611864, -70.388023 -> 54.855777, -126.72772 -> 57.553477, -78.588328 -> 57.086303, -93.048462 -> 59.408618, -64.149263 -> 59.775088, -111.069015 -> 52.519076, -65.36345 -> 66.91376, -77.093402 -> 63.920511, -98.260029 -> 55.873731, -79.654751 -> 63.902833, -58.200202 -> 63.869963, -121.739169 -> 57.004153, -123.213788 -> 55.338733, -64.037566 -> 51.073509, -68.3569 -> 51.102156, -70.90002 -> 66.350206, -103.51006 -> 54.526398, -113.879638 -> 55.716237, -94.45082 -> 69.627787, -77.168006 -> 58.562964, -64.03933 -> 51.644209, -118.830304 -> 57.375728, -72.47629 -> 61.004459, -104.905613 -> 52.659427, -93.569219 -> 55.999039, -100.030466 -> 59.676844, -110.934928 -> 64.897441, -124.816352 -> 59.659867, -118.276746",205.0,32288,460272,544508,110707
H-2000430,2,107,8,13,103,"Dec. 09, 1985 - 16:57:59","Dec. 19, 1985 - 11:28:03","Dec. 20, 1985 - 02:28:03","19.171115, 82.536979 -> 26.311867, 77.632415 -> 16.96365, 79.696902 -> 18.602459, 80.619585 -> 11.694909, 85.34988 -> 14.490067, 80.199378 -> 17.12804, 70.760748 -> 25.24222, 72.726463 -> 28.685514, 82.576976 -> 30.111456, 74.396798 -> 10.051213, 83.038388 -> 9.832076, 81.781478 -> 17.831629, 78.490185 -> 21.695201, 75.02741 -> 9.542961, 68.453434 -> 17.72629, 83.233228 -> 19.361184, 69.746215 -> 27.067045, 86.865446 -> 20.692504, 76.668826 -> 28.992609, 69.822609 -> 23.625379, 86.14584 -> 15.871544, 71.029948 -> 9.571863, 77.604653 -> 18.967064, 79.832336 -> 30.451279, 85.855942 -> 11.437659, 81.534317 -> 17.198681, 77.679467 -> 9.141706, 82.937926 -> 26.353756, 75.975714 -> 29.083072, 68.754521 -> 17.126959, 87.456433 -> 20.728111, 71.093207 -> 9.932832, 86.95136 -> 9.322157, 79.486951",137.0,31909,0,489305,161553
H-2000431,2,102,7,13,247,"Dec. 10, 1979 - 08:54:39","Dec. 20, 1979 - 17:32:20","Dec. 21, 1979 - 08:32:20","29.261169, 48.831304 -> 28.772606, 40.762503 -> 17.696606, 40.931099 -> 23.723208, 49.553193 -> 20.400426, 48.702809 -> 24.929753, 42.103088 -> 18.357711, 35.519748 -> 29.387138, 38.906514 -> 21.896536, 45.33682 -> 23.284154, 41.532987 -> 23.575112, 53.847343 -> 24.005052, 38.628302 -> 27.540497, 36.215867 -> 18.455055, 48.608754 -> 21.190727, 45.845262 -> 24.071369, 52.528952 -> 17.830459, 47.259182 -> 19.792589, 38.760569 -> 21.534399, 38.636891 -> 21.694175, 41.232209 -> 30.054437, 38.180925 -> 26.313677, 35.896968 -> 30.528467, 37.058412 -> 28.134744, 53.03689 -> 26.708349, 41.671782 -> 22.677558, 37.563007 -> 30.551502, 44.498989 -> 19.322844, 35.946032 -> 28.376633, 43.407096 -> 30.883161, 40.536998 -> 27.735588, 45.204434 -> 18.879555, 50.342631 -> 26.673311, 42.362666 -> 21.859894, 50.839374",134.0,15995,0,214926,66041
H-2000432,5,167,25,75,846,"Jun. 14, 1985 - 15:09:43","Jun. 20, 1985 - 10:35:35","Jun. 21, 1985 - 08:35:35","-17.062645, -64.001098 -> -16.981597, -37.593954 -> -12.824719, -46.33506 -> 0.361587, -37.338749 -> -21.196084, -47.081252 -> -18.86164, -65.151443 -> 0.333803, -55.00124 -> -15.412813, -54.192908 -> -16.661468, -61.564461 -> 1.45017, -67.225495 -> -19.24153, -58.42907 -> -5.355365, -51.3017 -> -5.710298, -43.422295 -> -2.046408, -44.748932 -> -5.152939, -55.175962 -> -8.470444, -53.557137 -> -17.740807, -50.574731 -> -1.950088, -52.232357 -> -19.26308, -45.478497 -> -18.731584, -50.581892 -> -14.817026, -49.059889 -> -8.888512, -42.459911 -> -17.464095, -58.400419 -> -14.296451, -38.696744 -> -21.277766, -71.443437 -> -5.318691, -36.103281 -> 1.746295, -52.915533 -> -9.637108, -72.072567 -> 1.685477, -39.68145 -> 2.166137, -36.2246 -> -19.042151, -68.577064 -> -21.571572, -67.139915 -> -16.079238, -66.562589 -> 2.733763, -52.466227",201.0,520505,8002599,10513461,1983731
H-2000433,1,79,7,3,64,"Nov. 26, 2002 - 18:38:34","Dec. 6, 2002 - 05:15:26","Dec. 6, 2002 - 20:15:26","46.582237, 48.720262 -> 51.57342, 79.272746 -> 49.519901, 60.8083 -> 45.437513, 53.730972 -> 51.108864, 86.111053 -> 52.061543, 65.039526 -> 53.800754, 85.868591 -> 44.628031, 73.700746 -> 44.136433, 70.549895 -> 55.286281, 52.890321 -> 41.532688, 67.976065 -> 51.543836, 50.452177 -> 54.788075, 57.350392 -> 48.191053, 64.712146 -> 48.120362, 54.952301 -> 44.123968, 60.963239 -> 44.307588, 86.47719 -> 46.528932, 53.035027 -> 54.945705, 81.0423 -> 54.545948, 51.064346 -> 48.365086, 79.505958 -> 46.538895, 60.225559 -> 43.696516, 52.693385 -> 49.269574, 82.93094 -> 49.510414, 48.202992 -> 53.848782, 67.094842 -> 54.554625, 74.523132 -> 43.613332, 47.762133 -> 45.360803, 67.874696 -> 50.44519, 60.056243 -> 41.489968, 78.040654 -> 50.818358, 56.624439 -> 53.460124, 75.285707 -> 53.956058, 71.888385",105.0,4248,0,61432,17496
H-2000434,2,106,10,16,179,"Apr. 06, 1962 - 10:16:20","Apr. 15, 1962 - 17:47:38","Apr. 16, 1962 - 09:47:38","43.686835, -107.253743 -> 49.605659, -106.705813 -> 33.712865, -73.347291 -> 35.84842, -116.751065 -> 38.683151, -104.634426 -> 46.519701, -116.885203 -> 34.566747, -83.922302 -> 38.363829, -97.381123 -> 35.19524, -73.121029 -> 40.252254, -104.273551 -> 34.054616, -107.199582 -> 48.812355, -109.264365 -> 40.042287, -101.834293 -> 38.953562, -110.726822 -> 31.733749, -84.348426 -> 43.830033, -89.240561 -> 42.856881, -100.401581 -> 49.430536, -89.102528 -> 36.293846, -71.971493 -> 36.385799, -94.745128 -> 32.609983, -123.978236 -> 43.380542, -92.938872 -> 47.662086, -88.039077 -> 45.190315, -117.783511 -> 40.894714, -72.540438 -> 37.697481, -93.236445 -> 38.038868, -104.819032 -> 41.081238, -106.258512 -> 38.714844, -89.053219 -> 44.989655, -106.498027 -> 39.967137, -85.080744 -> 34.168842, -115.192694 -> 36.050529, -109.757564 -> 49.333474, -78.513384",148.0,9683,0,152489,41295
H-2000435,2,102,10,1,301,"Mar. 12, 1865 - 10:36:21","Mar. 21, 1865 - 01:59:03","Mar. 21, 1865 - 16:59:03","-16.980653, 123.298787 -> -22.633963, 121.731462 -> -24.876911, 138.525005 -> -31.307431, 119.988537 -> -33.49695, 149.144886 -> -33.37474, 134.085472 -> -12.623299, 145.259559 -> -34.937828, 126.626312 -> -34.590279, 136.249311 -> -27.424456, 137.568746 -> -20.243647, 144.229204 -> -13.910408, 151.987425 -> -31.683066, 148.339581 -> -13.295614, 141.435648 -> -16.845867, 134.535552 -> -20.283959, 143.012415 -> -13.575775, 138.258015 -> -23.438077, 152.266282 -> -21.07966, 116.092808 -> -12.546581, 121.797777 -> -26.352773, 148.962124 -> -16.183524, 123.078664 -> -22.285919, 130.755572 -> -25.142397, 140.183235 -> -18.341102, 119.907901 -> -32.184242, 134.175667 -> -22.731358, 134.097274 -> -34.143844, 148.579951 -> -28.057541, 119.90363 -> -27.651614, 124.251811 -> -37.427941, 128.47739 -> -14.018706, 121.823388 -> -35.157509, 143.68493 -> -37.955604, 133.063122",126.0,1139,0,18373,4218
H-2000436,1,80,10,2,77,"Jul. 12, 1880 - 00:20:50","Jul. 21, 1880 - 18:04:46","Jul. 22, 1880 - 06:04:46","64.731903, -90.299234 -> 65.648859, -71.268885 -> 66.34273, -88.865938 -> 61.751143, -70.543784 -> 53.03477, -120.218956 -> 64.7983, -137.763431 -> 51.170093, -63.798591 -> 56.13072, -120.378526 -> 62.115843, -63.388279 -> 64.020387, -93.509812 -> 66.648898, -100.42595 -> 62.594355, -105.031543 -> 61.132042, -58.08365 -> 51.600271, -112.740135 -> 69.146946, -104.186343 -> 60.35339, -121.81051 -> 62.226585, -114.185225 -> 66.872729, -130.107879 -> 54.996018, -58.17338 -> 60.222769, -108.952035 -> 59.382244, -108.431711 -> 61.591511, -105.030832 -> 68.233596, -122.285838 -> 56.595071, -127.804179 -> 56.453818, -140.430572 -> 69.461896, -60.451203 -> 59.52433, -83.364726 -> 52.924376, -74.014538 -> 62.37562, -83.739958 -> 66.968419, -94.278872 -> 50.853549, -70.147535 -> 61.946354, -88.563958 -> 60.120989, -72.086046 -> 64.395558, -87.577439",129.0,3787,0,55912,15586
H-2000437,1,93,7,1,67,"Jan. 31, 1887 - 00:48:00","Feb. 6, 1887 - 03:19:23","Feb. 6, 1887 - 16:19:23","40.341831, -99.429638 -> 39.084641, -109.184329 -> 34.320327, -99.155646 -> 31.494417, -94.902352 -> 32.244975, -85.921154 -> 34.201138, -103.907787 -> 40.443659, -95.413602 -> 40.032501, -81.752998 -> 42.659176, -74.597682 -> 32.928911, -116.760049 -> 34.92737, -81.386463 -> 43.62794, -80.826664 -> 35.124074, -95.078942 -> 43.12681, -96.667912 -> 31.797198, -106.750553 -> 32.766997, -119.494214 -> 32.217503, -108.948696 -> 41.10308, -112.002364 -> 35.776428, -94.250411 -> 35.524342, -103.49026 -> 47.73489, -114.313319 -> 39.729345, -119.83188 -> 30.68118, -113.025928 -> 48.970335, -77.498178 -> 44.533204, -116.298922 -> 35.420173, -78.488493 -> 35.265909, -110.013693 -> 43.398631, -74.149849 -> 42.423914, -73.73924 -> 37.504836, -97.627166 -> 39.713269, -89.741671 -> 37.601475, -78.872206 -> 31.898931, -76.938676 -> 41.263071, -82.422318",128.0,5909,0,88025,22173
H-2000438,3,114,12,33,261,"May 07, 1956 - 14:41:08","May 13, 1956 - 22:37:23","May 14, 1956 - 16:37:23","44.8034, 83.185031 -> 43.907406, 73.045098 -> 46.177577, 53.442546 -> 46.200005, 73.339903 -> 50.23318, 53.098927 -> 41.464492, 48.073084 -> 42.191355, 67.485893 -> 46.35595, 51.696147 -> 42.594425, 58.196796 -> 43.618278, 78.721027 -> 47.005992, 82.353603 -> 53.437772, 62.085466 -> 50.597393, 86.074195 -> 50.806276, 81.284936 -> 44.974952, 84.747003 -> 47.765308, 68.370471 -> 43.868435, 59.471642 -> 44.793436, 47.686444 -> 50.989171, 60.854693 -> 47.652922, 84.976688 -> 47.667424, 62.968148 -> 50.462885, 60.045324 -> 54.757847, 56.824596 -> 52.44652, 73.756012 -> 54.340869, 59.77224 -> 48.157726, 53.888025 -> 49.876757, 80.523907 -> 51.243894, 85.479834 -> 55.10421, 62.999519 -> 48.862709, 70.585444 -> 49.091411, 48.775167 -> 46.302221, 55.667579 -> 49.173009, 65.424407 -> 46.915223, 79.592028",168.0,19606,73387,250746,64606
H-2000439,4,144,25,66,572,"Jul. 10, 1902 - 05:28:55","Jul. 19, 1902 - 12:53:12","Jul. 20, 1902 - 09:53:12","62.258347, -22.983532 -> 75.873205, -41.85313 -> 80.869815, -47.305377 -> 62.751557, -51.703167 -> 75.208924, -28.643076 -> 64.06321, -24.213836 -> 75.075595, -22.33375 -> 77.986182, -29.610193 -> 81.286662, -26.754285 -> 73.739161, -43.358153 -> 68.227093, -43.207195 -> 76.925031, -37.666866 -> 82.908406, -29.914222 -> 77.679671, -42.153987 -> 69.503071, -54.256267 -> 66.496013, -54.527705 -> 66.162924, -33.350071 -> 63.140447, -43.498804 -> 82.738416, -42.799279 -> 60.803818, -53.729842 -> 63.99454, -44.160911 -> 73.198347, -38.77133 -> 69.023225, -36.872249 -> 81.051177, -50.466368 -> 62.304154, -37.909149 -> 70.310107, -24.53744 -> 72.863347, -45.816677 -> 60.510242, -33.54744 -> 70.186298, -55.137893 -> 81.74558, -37.376449 -> 77.691993, -53.43017 -> 74.36247, -55.129875 -> 67.628797, -22.924862 -> 70.847915, -25.923561",170.0,206,789,3146,1092
H-2000440,1,77,6,5,70,"Apr 30, 1900 - 20:05:31","May 10, 1900 - 18:22:26","May 11, 1900 - 09:22:26","64.226962, -82.148338 -> 56.186108, -93.468337 -> 53.484567, -67.183457 -> 67.824885, -91.070439 -> 56.29995, -128.152416 -> 61.042074, -108.26834 -> 61.831902, -76.304195 -> 64.749026, -96.587641 -> 65.555525, -113.03016 -> 52.975469, -70.793336 -> 53.140093, -82.611701 -> 50.906865, -96.459991 -> 67.050766, -136.484472 -> 52.295953, -93.704333 -> 58.550752, -106.725578 -> 61.383735, -140.527574 -> 64.842059, -103.502701 -> 66.517861, -84.943353 -> 66.305506, -96.06786 -> 55.742775, -101.878566 -> 61.910063, -96.837612 -> 68.394783, -121.590145 -> 59.722339, -130.33158 -> 65.687717, -60.125115 -> 60.772562, -95.285548 -> 53.582443, -90.721335 -> 67.33294, -107.221677 -> 51.094886, -127.824752 -> 66.07955, -125.909161 -> 49.678433, -124.021026 -> 62.435669, -78.362339 -> 62.269226, -107.487034 -> 68.249356, -84.843741 -> 56.045702, -120.403275",128.0,3976,0,75887,14945
H-2000441,4,156,33,98,274,"Apr. 10, 1962 - 08:42:49","Apr. 20, 1962 - 15:58:10","Apr. 21, 1962 - 10:58:10","59.703214, 44.257128 -> 60.26088, 70.487043 -> 68.217653, 87.312817 -> 72.060675, 70.000333 -> 59.495785, 132.420023 -> 60.653324, 163.448937 -> 62.365849, 147.525884 -> 61.825697, 138.15385 -> 72.885504, 86.925932 -> 68.414823, 43.658242 -> 56.701252, 176.907004 -> 69.593436, 38.698604 -> 67.580212, 122.774116 -> 73.225401, 126.694815 -> 67.793437, 99.763391 -> 57.590537, 103.28683 -> 69.518711, 54.146857 -> 65.465303, 47.695824 -> 71.12951, 95.342615 -> 57.696723, 61.598999 -> 65.968523, 176.18525 -> 70.283735, 174.808521 -> 74.418544, 64.606122 -> 74.884772, 109.906956 -> 69.217229, 50.964311 -> 62.42358, 105.745967 -> 71.625552, 98.05098 -> 69.921341, 151.018925 -> 63.913752, 173.545209 -> 70.454963, 140.779208 -> 67.794757, 72.007724 -> 58.520429, 106.265069 -> 75.549162, 88.394253 -> 59.187523, 96.801909",162.0,30963,93539,648176,120426
H-2000442,3,115,11,19,262,"May 21, 1874 - 14:54:49","May 29, 1874 - 08:23:29","May 30, 1874 - 01:23:29","-30.474554, 119.661446 -> -32.593464, 142.405613 -> -20.935665, 151.839998 -> -33.158139, 116.074512 -> -30.518606, 123.741991 -> -30.607041, 150.597862 -> -15.337818, 146.511553 -> -25.963253, 134.400512 -> -27.120833, 136.572942 -> -35.849705, 149.540498 -> -35.608416, 135.12459 -> -19.336712, 123.548121 -> -17.161263, 146.749279 -> -35.937987, 122.271461 -> -20.070585, 120.952788 -> -26.597541, 151.043651 -> -31.632857, 118.738123 -> -33.951328, 127.115529 -> -38.885205, 124.272472 -> -28.476163, 142.675094 -> -20.213267, 129.786248 -> -15.007018, 118.501155 -> -23.907665, 139.972837 -> -31.941266, 131.149056 -> -32.686993, 135.985398 -> -15.132073, 151.206542 -> -16.463649, 121.944941 -> -19.569141, 124.28043 -> -31.93416, 127.249317 -> -29.559328, 117.14239 -> -35.006762, 148.467635 -> -22.850131, 138.192298 -> -37.364608, 142.969444 -> -24.890226, 138.156014",141.0,4945,20151,81544,17112
H-2000443,3,118,11,15,234,"Feb. 23, 1928 - 01:05:34","Mar. 1, 1928 - 11:55:15","Mar. 2, 1928 - 04:55:15","48.801858, -81.511091 -> 40.306767, -72.825758 -> 47.182243, -122.557552 -> 33.807334, -90.47057 -> 36.02544, -80.076314 -> 49.433825, -77.746272 -> 38.752399, -109.088172 -> 31.000185, -119.096057 -> 31.044125, -109.088357 -> 46.650484, -79.194065 -> 36.727378, -99.469812 -> 41.22393, -113.406384 -> 39.886562, -114.648357 -> 48.169397, -120.739405 -> 41.460078, -120.381583 -> 38.69919, -100.924024 -> 36.677658, -86.660372 -> 34.470798, -90.005514 -> 37.120428, -80.669246 -> 47.807691, -85.718495 -> 46.04738, -75.603055 -> 48.14547, -122.596684 -> 34.55797, -77.425618 -> 41.991287, -106.117901 -> 43.728424, -98.828913 -> 44.344774, -86.047459 -> 36.694259, -112.357646 -> 42.789077, -123.709993 -> 37.376951, -71.846745 -> 48.932913, -74.219457 -> 48.837061, -100.586638 -> 46.028113, -109.191008 -> 44.344446, -110.481993 -> 43.750104, -100.083512",150.0,20504,93623,307996,76664
H-2000444,2,105,11,16,271,"Jan. 26, 1941 - 05:11:27","Jan. 31, 1941 - 16:34:29","Feb. 1, 1941 - 08:34:29","67.737978, 173.322468 -> 73.702175, 108.029601 -> 66.206599, 149.601791 -> 67.250244, 118.625941 -> 69.426881, 122.729567 -> 67.569069, 130.813757 -> 55.86781, 51.017496 -> 58.06382, 130.745896 -> 75.592852, 63.402031 -> 64.990022, 160.552345 -> 77.069929, 48.093308 -> 62.440319, 62.526881 -> 69.604442, 165.146159 -> 70.257133, 47.775423 -> 65.387314, 106.135034 -> 57.594305, 173.763933 -> 59.216476, 57.781878 -> 63.293686, 92.01616 -> 55.850591, 144.149457 -> 68.04931, 42.568248 -> 56.168321, 173.838608 -> 65.980386, 139.400613 -> 64.011618, 156.184572 -> 71.596531, 165.613199 -> 71.503287, 84.791128 -> 63.689632, 49.272374 -> 58.688764, 88.018056 -> 74.409299, 150.406974 -> 65.987656, 62.358669 -> 72.939367, 50.52512 -> 67.570274, 81.129141 -> 77.284445, 106.316753 -> 75.184769, 50.849283 -> 70.725795, 154.383745",134.0,10900,0,195874,51517
H-2000445,5,188,44,179,1215,"Oct. 23, 1890 - 21:03:55","Nov. 2, 1890 - 10:55:37","Nov. 3, 1890 - 06:55:37","-46.101495, -65.227104 -> -40.379222, -60.904169 -> -28.100872, -68.319473 -> -32.481449, -67.427674 -> -35.897842, -64.475184 -> -25.106773, -62.892729 -> -35.858511, -57.249381 -> -31.877861, -65.137134 -> -27.127666, -67.76812 -> -29.275281, -66.089469 -> -24.808384, -64.103314 -> -32.765941, -59.148158 -> -25.415498, -57.520595 -> -41.912194, -63.368717 -> -38.657857, -56.077159 -> -42.91924, -67.099239 -> -38.785579, -57.729771 -> -26.790439, -62.275206 -> -24.629629, -58.763528 -> -50.37958, -62.146675 -> -24.401485, -68.586952 -> -32.879605, -61.725171 -> -43.581075, -66.334566 -> -40.779925, -56.745418 -> -31.676258, -66.622294 -> -37.290206, -69.45385 -> -50.72979, -60.98848 -> -35.938013, -61.417252 -> -22.430777, -59.074853 -> -24.171307, -68.12389 -> -46.067444, -66.0359 -> -33.898758, -59.554874 -> -47.572402, -64.212222 -> -27.653958, -55.836828",186.0,37028,573208,725235,172077
H-2000446,4,154,24,68,417,"Apr. 04, 1882 - 13:28:51","Apr. 10, 1882 - 07:56:12","Apr. 11, 1882 - 02:56:12","-31.702256, 121.571865 -> -17.898564, 126.687961 -> -38.167007, 151.942016 -> -16.22284, 144.898095 -> -32.449765, 113.885904 -> -23.352425, 142.837938 -> -14.382667, 121.548272 -> -29.306493, 148.499447 -> -34.444826, 150.363442 -> -31.108629, 148.498264 -> -25.619146, 144.410676 -> -16.123276, 115.047274 -> -31.546837, 140.227272 -> -29.278983, 132.817251 -> -20.122058, 143.586719 -> -32.839072, 118.295354 -> -13.471691, 118.211151 -> -14.588186, 138.535466 -> -28.44991, 139.673116 -> -37.149388, 127.456279 -> -13.434209, 131.207344 -> -35.3, 115.776703 -> -27.323119, 135.0494 -> -25.191294, 139.947191 -> -29.000168, 143.672143 -> -22.249391, 144.628537 -> -12.677314, 141.873107 -> -37.782759, 114.020053 -> -37.415042, 149.703807 -> -38.941366, 131.66552 -> -34.970393, 125.172425 -> -11.949824, 149.528013 -> -38.586828, 126.489439 -> -18.040654, 132.064185",187.0,38179,144381,469778,136356
H-2000447,3,115,15,22,348,"Jan. 16, 1944 - 23:52:30","Jan. 27, 1944 - 12:15:19","Jan. 28, 1944 - 06:15:19","75.780568, -40.073205 -> 68.729258, -27.913006 -> 74.499864, -28.849784 -> 68.436902, -35.427387 -> 64.269002, -53.686465 -> 60.195723, -45.334439 -> 78.290352, -22.514592 -> 74.831361, -45.889614 -> 67.427523, -54.141046 -> 61.001077, -26.786175 -> 80.889574, -39.234119 -> 62.448217, -41.189111 -> 71.295305, -33.228534 -> 79.865665, -30.313689 -> 78.173713, -40.47509 -> 69.110023, -47.139806 -> 64.371197, -29.181486 -> 75.992256, -36.737075 -> 61.290235, -23.375146 -> 72.274301, -52.138494 -> 73.266063, -44.097409 -> 63.816749, -38.232616 -> 73.191269, -29.36911 -> 81.581067, -51.682038 -> 73.658103, -22.910834 -> 65.783113, -32.894512 -> 69.284332, -30.264122 -> 65.39426, -23.567405 -> 76.883305, -36.094504 -> 81.093044, -25.084098 -> 61.03724, -35.454084 -> 76.84972, -55.684124 -> 72.142944, -24.856819 -> 68.699583, -21.2166",167.0,231,1008,3589,1064
H-2000448,3,119,15,13,180,"Jun. 3, 1903 - 03:47:00","Jun. 9, 1903 - 13:03:32","Jun. 10, 1903 - 07:03:32","-16.425421, -54.417777 -> -16.61567, -69.22087 -> -3.849101, -56.527088 -> 1.54945, -60.87073 -> -14.928818, -42.579992 -> 3.425787, -50.9106 -> -11.928882, -70.953951 -> -10.662438, -36.131811 -> 2.153837, -36.106636 -> -0.268573, -45.682464 -> -3.688852, -68.418572 -> 1.867026, -69.922598 -> -12.14155, -69.255702 -> -13.200442, -53.062838 -> -1.415739, -49.600155 -> -13.798868, -36.009255 -> 1.351564, -56.952276 -> -10.183432, -56.744881 -> -2.162837, -67.378717 -> -10.493841, -47.702146 -> -15.900878, -72.64524 -> -18.837155, -36.610489 -> -16.142206, -51.659544 -> -4.185953, -38.208805 -> -15.41681, -67.669519 -> -19.037632, -62.843933 -> -16.493245, -70.05792 -> -16.575913, -46.617194 -> -16.565092, -40.785968 -> -13.379136, -37.572043 -> 2.119114, -51.532114 -> -9.453245, -37.842883 -> -21.254976, -68.151965 -> -6.484536, -44.283185",159.0,46217,175987,953311,164187
H-2000449,1,94,7,24,98,"Nov. 27, 2010 - 13:28:22","Dec. 3, 2010 - 23:20:46","Dec. 4, 2010 - 14:20:46","36.574935, 5.155107 -> 30.158589, -0.100697 -> 19.315135, 11.461001 -> 23.126122, -6.671947 -> 19.8692, 5.511193 -> 28.640108, 3.549513 -> 20.987901, 10.123937 -> 21.739583, 11.066699 -> 35.788328, -2.555974 -> 29.101564, -5.873455 -> 34.966378, 9.159873 -> 30.515989, 9.024738 -> 25.318093, 4.821959 -> 27.494077, 4.713028 -> 28.487219, 6.25315 -> 27.404647, 7.090936 -> 28.651444, -2.060372 -> 27.470091, -4.605723 -> 35.618458, -7.097318 -> 24.861556, 8.191195 -> 27.015185, -8.085031 -> 26.03998, 0.995924 -> 22.971044, 5.663167 -> 20.512868, -1.255152 -> 34.059797, 11.154608 -> 26.669533, -5.793761 -> 24.954634, 5.342285 -> 35.353791, -2.057997 -> 31.351327, 7.76249 -> 21.696205, -8.568023 -> 31.514684, -0.842418 -> 28.111544, 11.488893 -> 28.971818, 5.727605 -> 20.982148, 5.356411",113.0,2838,0,59355,13075
H-2000450,3,113,12,32,363,"Nov. 12, 1994 - 12:50:41","Nov. 18, 1994 - 05:25:07","Nov. 18, 1994 - 22:25:07","43.880807, 47.251155 -> 54.962566, 48.573633 -> 53.451692, 67.752615 -> 47.861684, 56.376347 -> 54.696555, 75.919637 -> 41.675216, 72.107653 -> 42.680954, 67.404017 -> 51.785717, 85.581992 -> 45.272855, 86.360621 -> 48.698936, 83.35079 -> 50.233862, 75.744896 -> 44.103295, 63.204464 -> 52.068358, 50.034956 -> 52.509911, 54.27386 -> 48.43847, 47.65309 -> 50.73218, 55.568835 -> 42.041581, 61.6241 -> 54.748622, 51.553198 -> 52.59942, 80.394906 -> 43.427845, 79.894024 -> 48.962688, 78.903277 -> 53.30736, 76.118348 -> 55.360511, 58.511764 -> 52.898127, 48.253302 -> 43.548447, 60.341025 -> 42.715987, 71.043854 -> 46.298302, 63.348424 -> 52.126197, 78.245006 -> 47.067669, 49.855851 -> 43.596487, 58.276688 -> 50.328975, 82.770086 -> 54.310385, 80.372216 -> 46.395929, 81.177153 -> 53.423003, 53.047628",150.0,7268,25178,108614,30200
H-2000451,3,118,14,36,372,"Jan. 23, 1996 - 03:13:21","Jan. 27, 1996 - 21:34:43","Jan. 28, 1996 - 13:34:43","65.375595, -80.399317 -> 58.83378, -87.263547 -> 65.151205, -117.552691 -> 52.514243, -78.826608 -> 62.552628, -75.109136 -> 60.886525, -117.932246 -> 62.676394, -107.83888 -> 68.98505, -113.600438 -> 53.071888, -132.476128 -> 55.690582, -140.331075 -> 62.602984, -134.570553 -> 53.631747, -103.619519 -> 64.789968, -102.208735 -> 55.737687, -59.442991 -> 59.619934, -69.33946 -> 63.258337, -93.900021 -> 58.126714, -123.526759 -> 56.95633, -97.058101 -> 69.75506, -91.016507 -> 54.058838, -133.265941 -> 52.154824, -108.510854 -> 55.877368, -132.606827 -> 66.162415, -59.86907 -> 54.720515, -105.193076 -> 62.451127, -59.022145 -> 59.986295, -80.235546 -> 64.703567, -99.18082 -> 61.328434, -110.781581 -> 58.176799, -117.846845 -> 56.960102, -134.896955 -> 63.031308, -115.475579 -> 53.684542, -117.323513 -> 60.69736, -88.186581 -> 59.018365, -112.825512",145.0,9253,34726,184483,35797
